NoOriginal;Farmers;Site;Regie;Prélèvement;TeaType;Répétition;Poids_Contenu (g);Poids_Total _g;Poids_sac _g;Poids_final_g
514N;Fortier;9;Conventionel;4;Cranberry litter;1;1.891;2.256;0.365;1.9884
515N;Fortier;9;Conventionel;4;Cranberry litter;1;1.91;2.273;0.362;1.8185
516N;Fortier;9;Conventionel;4;Cranberry litter;1;1.884;2.25;0.367;1.9361
517N;Fortier;9;Conventionel;4;Cranberry litter;1;1.932;2.295;0.363;1.9508
518N;Fortier;9;Conventionel;4;Cranberry litter;1;1.918;2.28;0.361;1.9232
795G;Fortier;9;Conventionel;4;Green tea;2;1.769;2.124;0.354;0.3657
796G;Fortier;9;Conventionel;4;Green tea;2;1.781;2.135;0.354;0.7366
797G;Fortier;9;Conventionel;4;Green tea;2;1.777;2.137;0.36;0.7913
798G;Fortier;9;Conventionel;4;Green tea;2;1.799;2.155;0.356;0.7845
799G;Fortier;9;Conventionel;4;Green tea;2;1.779;2.137;0.359;0.587
800G;Fortier;9;Conventionel;4;Green tea;2;1.756;2.112;0.357;0.5563
801G;Fortier;9;Conventionel;4;Green tea;2;1.786;2.141;0.356;0.7245
802G;Fortier;9;Conventionel;4;Green tea;2;1.762;2.119;0.359;0.7793
803G;Fortier;9;Conventionel;4;Green tea;2;1.79;2.144;0.353;0.6085
804G;Fortier;9;Conventionel;4;Green tea;2;1.783;2.141;0.358;0.5481
805G;Fortier;9;Conventionel;4;Green tea;2;1.792;2.145;0.355;0.6704
806G;Fortier;9;Conventionel;4;Green tea;2;1.793;2.153;0.359;0.7222
807G;Fortier;9;Conventionel;4;Green tea;2;1.8;2.164;0.362;0.8504
808G;Fortier;9;Conventionel;4;Green tea;2;1.779;2.139;0.36;0.5423
809G;Fortier;9;Conventionel;4;Green tea;2;1.762;2.123;0.362;
810G;Fortier;9;Conventionel;4;Green tea;2;1.775;2.139;0.363;0.5842
811G;Fortier;9;Conventionel;4;Green tea;2;1.769;2.126;0.357;0.6128
812G;Fortier;9;Conventionel;4;Green tea;2;1.757;2.109;0.35;0.6277
813G;Fortier;9;Conventionel;4;Green tea;2;1.795;2.159;0.363;0.5084
814G;Fortier;9;Conventionel;4;Green tea;2;1.764;2.121;0.358;0.7622
591S;Fortier;9;Conventionel;4;Rooibos tea;2;1.904;2.263;0.359;1.4838
592S;Fortier;9;Conventionel;4;Rooibos tea;2;1.889;2.232;0.343;1.3878
593S;Fortier;9;Conventionel;4;Rooibos tea;2;1.926;2.296;0.37;1.4936
594S;Fortier;9;Conventionel;4;Rooibos tea;2;1.924;2.286;0.362;1.4595
595S;Fortier;9;Conventionel;4;Rooibos tea;2;1.907;2.27;0.362;
596S;Fortier;9;Conventionel;4;Rooibos tea;2;1.893;2.244;0.351;1.4492
597S;Fortier;9;Conventionel;4;Rooibos tea;2;1.925;2.278;0.353;1.4203
598S;Fortier;9;Conventionel;4;Rooibos tea;2;1.914;2.273;0.359;1.3902
599S;Fortier;9;Conventionel;4;Rooibos tea;2;1.894;2.251;0.357;1.4299
600S;Fortier;9;Conventionel;4;Rooibos tea;2;1.911;2.27;0.36;1.4481
601S;Fortier;9;Conventionel;4;Rooibos tea;2;1.907;2.274;0.367;
602S;Fortier;9;Conventionel;4;Rooibos tea;2;1.923;2.287;0.364;1.4697
926S;Fortier;9;Conventionel;4;Rooibos tea;2;1.8816;2.2384;0.3576;1.4161
927S;Fortier;9;Conventionel;4;Rooibos tea;2;1.9128;2.2727;0.3588;1.4544
928S;Fortier;9;Conventionel;4;Rooibos tea;2;1.9224;2.2809;0.3586;1.438
929S;Fortier;9;Conventionel;4;Rooibos tea;2;1.8958;2.2543;0.3589;1.4245
930S;Fortier;9;Conventionel;4;Rooibos tea;2;1.9021;2.2664;0.3647;1.4257
931S;Fortier;9;Conventionel;4;Rooibos tea;2;1.883;2.2438;0.3598;
932S;Fortier;9;Conventionel;4;Rooibos tea;2;1.794;2.155;0.3609;1.3445
933S;Fortier;9;Conventionel;4;Rooibos tea;2;1.9152;2.28;0.365;1.4463
890N;Fortier;9;Conventionel;4;Cranberry litter;2;1.8989;2.2619;0.363;1.7731
891N;Fortier;9;Conventionel;4;Cranberry litter;2;1.9001;2.2586;0.3589;
892N;Fortier;9;Conventionel;4;Cranberry litter;2;1.9023;2.2594;0.3585;
893N;Fortier;9;Conventionel;4;Cranberry litter;2;1.9237;2.278;0.3542;
894N;Fortier;9;Conventionel;4;Cranberry litter;2;1.906;2.2627;0.3579;1.7847
895N;Fortier;9;Conventionel;4;Cranberry litter;2;1.9104;2.2783;0.3678;1.7955
896N;Fortier;9;Conventionel;4;Cranberry litter;2;1.894;2.2528;0.363;1.7187
897N;Fortier;9;Conventionel;4;Cranberry litter;2;1.8986;2.2574;0.3592;
898N;Fortier;9;Conventionel;4;Cranberry litter;2;1.9083;2.2657;0.3617;
899N;Fortier;9;Conventionel;4;Cranberry litter;2;1.912;2.2727;0.3625;
900N;Fortier;9;Conventionel;4;Cranberry litter;2;1.8922;2.2455;0.3598;1.7259
901N;Fortier;9;Conventionel;4;Cranberry litter;2;1.9287;2.2944;0.3633;1.7793
902N;Fortier;9;Conventionel;4;Cranberry litter;2;1.8972;2.2557;0.3605;1.7605
903N;Fortier;9;Conventionel;4;Cranberry litter;2;1.9083;2.2734;0.3663;1.8133
904N;Fortier;9;Conventionel;4;Cranberry litter;2;1.898;2.2554;0.3588;
905N;Fortier;9;Conventionel;4;Cranberry litter;2;1.9247;2.2792;0.3547;1.4442
906N;Fortier;9;Conventionel;4;Cranberry litter;2;1.913;2.268;0.3562;
907N;Fortier;9;Conventionel;4;Cranberry litter;2;1.901;2.2517;0.3516;
908N;Fortier;9;Conventionel;4;Cranberry litter;2;1.895;2.246;0.352;
909N;Fortier;9;Conventionel;4;Cranberry litter;2;1.891;2.25;0.36;1.7623
815G;Fortier;9;Conventionel;5;Green tea;1;1.779;2.14;0.361;
816G;Fortier;9;Conventionel;5;Green tea;1;1.756;2.117;0.36;
817G;Fortier;9;Conventionel;5;Green tea;1;1.759;2.121;0.362;
818G;Fortier;9;Conventionel;5;Green tea;1;1.768;2.127;0.36;
819G;Fortier;9;Conventionel;5;Green tea;1;1.756;2.108;0.353;
820G;Fortier;9;Conventionel;5;Green tea;1;1.764;2.124;0.361;
821G;Fortier;9;Conventionel;5;Green tea;1;1.75;2.11;0.364;
822G;Fortier;9;Conventionel;5;Green tea;1;1.765;2.123;0.36;
823G;Fortier;9;Conventionel;5;Green tea;1;1.769;2.131;0.359;
824G;Fortier;9;Conventionel;5;Green tea;1;1.796;2.157;0.362;
825G;Fortier;9;Conventionel;5;Green tea;1;1.775;2.132;0.36;
826G;Fortier;9;Conventionel;5;Green tea;1;1.766;2.128;0.362;
827G;Fortier;9;Conventionel;5;Green tea;1;1.779;2.141;0.363;
828G;Fortier;9;Conventionel;5;Green tea;1;1.8008;2.1515;0.3589;
859G;Fortier;9;Conventionel;5;Green tea;1;1.768;2.128;0.362;
860G;Fortier;9;Conventionel;5;Green tea;1;1.774;2.141;0.367;
861G;Fortier;9;Conventionel;5;Green tea;1;1.774;2.13;0.357;
862G;Fortier;9;Conventionel;5;Green tea;1;1.795;2.156;0.362;
863G;Fortier;9;Conventionel;5;Green tea;1;1.792;2.153;0.361;
864G;Fortier;9;Conventionel;5;Green tea;1;1.772;2.128;0.356;
934S;Fortier;9;Conventionel;5;Rooibos tea;1;1.9104;2.2719;0.3614;
935S;Fortier;9;Conventionel;5;Rooibos tea;1;1.9024;2.2529;0.3501;
936S;Fortier;9;Conventionel;5;Rooibos tea;1;1.9131;2.2868;0.3742;
937S;Fortier;9;Conventionel;5;Rooibos tea;1;;2.2707;0.3606;
938S;Fortier;9;Conventionel;5;Rooibos tea;1;1.9162;2.2691;0.3536;
939S;Fortier;9;Conventionel;5;Rooibos tea;1;1.921;2.2736;0.3529;
940S;Fortier;9;Conventionel;5;Rooibos tea;1;1.894;2.2517;0.3559;1.2068
941S;Fortier;9;Conventionel;5;Rooibos tea;1;1.9058;2.2603;0.3545;
942S;Fortier;9;Conventionel;5;Rooibos tea;1;1.8935;2.2557;0.3621;1.2379
943S;Fortier;9;Conventionel;5;Rooibos tea;1;1.9118;2.2417;0.33;1.2864
944S;Fortier;9;Conventionel;5;Rooibos tea;1;1.913;2.2734;0.3603;
