IDEN_CLASS;IDEN_Fibres;Annee;Sorte_The;Profondeur_cm;Type_The;Variete;Type_Sachet;Entreprise;Tamis_mm;Broyage;Prelevement;Repetition;Producteur;Site;Batch_Fibres;Type_CTRL;MO_CTRL_calc__pourc;MS_CTRL_pourc;Fibres_CTRL_NDF_Initial_Poids_SachetVide_g;Fibres_CTRL_NDF_Initial_Poids_Total_g;Fibres_CTRL_NDF_Final_Poids_Total_g;Fibres_CTRL_Calcin_Poids_Echantillon_g;Fibres_CTRL_Calcin_Poids_Echantillon_pourc;Fibres_Blanc_NDF_Initial_Poids_g;Fibres_Blanc_NDF_Final_Poids_Total_g;Fibres_Blanc_Calcin_Poids_Echantillon_g;MO_calc_pourc;MS_pourc;DMS_pourc;Fibres_Initial_Poids_SachetVide_g;Fibres_Initial_Poids_Total_g;Fibres_NDF_Final_Poids_Total_g;Fibres_Calcin_Poids_Echantillon_g;Fibres_Calcin_Poids_Echantillon_pourc;NDF_CTRL_calc_pourc;NDF_calc_pourc;NDF_calc_ajust_pourc;Fibres_CTRL_ADF_Initial_Poids_Sachet_g;Fibres_CTRL_ADF_Initial_Poids_Total_g;Fibres_CTRL_ADF_Final_Poids_Total_g;Fibres_CTRL_ADF_Calcin_Poids_Echantillon_g;Fibres_CTRL_ADF_Calcin_Poids_Echantillon_pourc;Fibres_Blanc_ADF_Initial_Poids_Total_g;Fibres_Blanc_ADF_Final_Poids_Total_g;Fibres_ADF_Blanc_Calcin_Poids_Echantillon_g;Fibres_ADF_Final_Poids_Total_g;ADF_CTRL_calc_pourc;ADF_calc_pourc;ADF_calc_ajust_pourc;Fibres_CTRL_ADL_Initial_Poids_Sachet_g;Fibres_CTRL_ADL_Initial_Poids_Total_g;Fibres_CTRL_ADL_Final_Poids_Total_g;Fibres_CTRL_ADL_Calcin_Poids_Echantillon_g;Fibres_CTRL_ADL_Calcin_Poids_Echantillon_pourc;Fibres_Blanc_ADL_Initial_Poids_Total_g;Fibres_Blanc_ADL_Final_Poids_Total_g;Fibres_ADL_Blanc_Calcin_Poids_Echantillon_g;Fibres_ADL_Final_Poids_Total_g;ADL_CTRL_calc_pourc;ADL_calc_pourc;SOL_calc_pourc;HEM_calc_pourc;CEL_calc_pourc;LIC_calc_pourc;HOLO_calc_pourc;M_hydrolysable_pourc;CF_pourc;ISB_calc ;SucresSol_mgPg_MS
31;C09_P4_R1;2018;Sencha;;Vert;C;Nylon;Lipton;1;Moulin_cafe;4;1;;9;13;Ankom;100;98;0,54745;1,0468;0,741;0;0;0,550966667;0,550566667;0;99,90280646;94,8;;0,5664;1,0526;0,8231;0,001023059;0,097193537;39,63263404;55,61455858;50,79770925;;;0,697;;;;0,549933333;;0,7295;30,76994743;35,42887802;35,69376324;;;0,5801;;;;0,549533333;;0,6829;6,962967116;25,39807606;44,38544142;20,18568056;10,03080196;25,39807606;30,21648252;74,60192394;;;
32;C09_P4_R1;2018;Sencha;;Vert;C;Nylon;Lipton;1;Moulin_cafe;4;1;;9;13;Ankom;100;98;0,54745;1,0468;0,741;0;0;0,550966667;0,550566667;0;98,72839506;94,8;;0,5482;1,0795;0,81;0,013726975;1,271604938;39,63263404;49,9672566;45,63952744;;;0,697;;;;0,549933333;;0,7145;30,76994743;30,88903146;31,11997437;;;0,5801;;;;0,549533333;;0,6691;6,962967116;21,83917548;50,0327434;19,07822514;9,049855979;21,83917548;28,12808112;78,16082452;;;
33;C09_P4_R1;2018;Sencha;;Vert;C;Nylon;Lipton;1;Moulin_cafe;4;1;;9;13;Ankom;100;98;0,54745;1,0468;0,741;0;0;0,550966667;0,550566667;0;100;94,8;;;;;0;;39,63263404;#DIV/0!;;;;0,697;;;;0,549933333;;;30,76994743;#DIV/0!;;;;0,5801;;;;0,549533333;;;;;;;;;;;;;
34;C09_P7_R1;2018;Sencha;;Vert;C;Nylon;Lipton;1;Moulin_cafe;7;1;;9;15;Ankom;100;98;0,555833333;0,997766667;0,7245;0;0;0,5414;0,540866667;0;98,42814371;94,8;;0,5639;1,0912;0,9352;0,017152096;1,571856287;39,07095407;72,09081758;66,79354673;;;0,685866667;;;;0,540566667;;0,862;30,22177201;57,27697096;58,75188587;;;0,582933333;;;;0,5406;;0,7097;6,446934024;26,31607704;27,90918242;14,81384662;30,96089392;26,31607704;45,77474054;73,68392296;;;
35;C09_P7_R1;2018;Sencha;;Vert;C;Nylon;Lipton;1;Moulin_cafe;7;1;;9;15;Ankom;100;98;0,555833333;0,997766667;0,7245;0;0;0,5414;0,540866667;0;98,22882288;94,8;;0,5548;1,0569;0,909;0,018719571;1,771177118;39,07095407;71,86817688;66,58726579;;;0,685866667;;;;0,540566667;;0,8413;30,22177201;57,45450767;58,93399425;;;0,582933333;;;;0,5406;;0,6964;6,446934024;26,45653761;28,13182312;14,41366921;30,99797006;26,45653761;45,41163927;73,54346239;;;
36;C09_P7_R1;2018;Sencha;;Vert;C;Nylon;Lipton;1;Moulin_cafe;7;1;;9;15;Ankom;100;98;0,555833333;0,997766667;0,7245;0;0;0,5414;0,540866667;0;99,32515337;94,8;;0,592;1,1251;0,978;0,007592699;0,674846626;39,07095407;75,50088402;69,95303972;;;0,685866667;;;;0,540566667;;0,905;30,22177201;61,02348253;62,59487226;;;0,582933333;;;;0,5406;;0,7374;6,446934024;27,62765667;24,49911598;14,4774015;33,39582586;27,62765667;47,87322735;72,37234333;;;
37;C09_P7_R1;2018;Sencha;;Vert;C;Nylon;Lipton;1;Moulin_cafe;7;1;;9;14;Ankom;100;98;0,5614;1,025933333;0,758366667;0;0;0,5563;0,555066667;0;94,7075946;94,8;;0,5578;0,9235;0,7558;0,048875364;5,292405398;43,53970341;45,7949884;38,07510044;;;0,709;;;;0,5545;;0,6935;32,82128694;26,99355875;25,49565843;;;0,618266667;;;;0,5551;;0,6641;12,75751861;17,85607599;54,2050116;18,80142966;9,137482758;17,85607599;27,93891241;82,14392401;;;
38;C10_P3_R2;2018;Sencha;;Vert;C;Nylon;Lipton;1;Moulin_cafe;3;2;;10;4;Ankom;99,99326191;98;0,517133333;0,9894;0,6963;6,74E-05;0,00673809;0,507566667;0,507566667;0;99,67677772;94,6;;0,5362;1,051;0,8044;0,003397066;0,323222277;38,69989163;54,55054928;51,02675487;;;0,6548;;;;0,506633333;;0,7216;28,49660947;37,69650854;41,00809839;;;0,545333333;;;;0,5062;;0,6809;6,379791134;29,40643701;45,44945072;16,85404073;8,290071528;29,40643701;25,14411226;70,59356299;;;
39;C10_P5_R1;2018;Sencha;;Vert;C;Nylon;Lipton;1;Moulin_cafe;5;1;;10;7;Ankom;100;98;0,516966667;1,039233333;0,7177;0;0;0,517716667;0,518366667;0;100;94,85;;0,504;1,0163;0,7632;0;0;39,09260164;53,21226895;49,27490254;;;0,675133333;;;;0,5171;;0,7202;31,02302105;44,61678211;44,58367363;;;0,5509;;;;0,518833333;;0,6726;6,412058703;34,47359817;46,78773105;8,595486836;10,14318394;34,47359817;18,73867078;65,52640183;;;
40;C10_P5_R1;2018;Sencha;;Vert;C;Nylon;Lipton;1;Moulin_cafe;5;1;;10;7;Ankom;100;98;0,516966667;1,039233333;0,7177;0;0;0,517716667;0,518366667;0;99,7542044;94,85;;0,4938;1,0254;0,773;0,002520388;0,245795602;39,09260164;54,88446055;50,82336269;;;0,675133333;;;;0,5171;;0,7211;31,02302105;44,80622245;44,77297339;;;0,5509;;;;0,518833333;;0,6712;6,412058703;34,55672404;45,11553945;10,0782381;10,24949841;34,55672404;20,32773651;65,44327596;;;
41;C10_P5_R1;2018;Sencha;;Vert;C;Nylon;Lipton;1;Moulin_cafe;5;1;;10;7;Ankom;100;98;0,516966667;1,039233333;0,7177;0;0;0,517716667;0,518366667;0;99,36717205;94,85;;0,5162;1,0113;0,7585;0,006399789;0,63282795;39,09260164;50,41506659;46,6846752;;;0,675133333;;;;0,5171;;0,7178;31,02302105;41,9636178;41,93247813;;;0,5509;;;;0,518833333;;0,6735;6,412058703;32,09965733;49,58493341;8,451448786;9,863960473;32,09965733;18,31540926;67,90034267;;;
42;C45_P4_R1;2018;Sencha;;Vert;C;Nylon;Lipton;1;Moulin_cafe;4;1;;45;14;Ankom;100;98;0,5614;1,025933333;0,758366667;0;0;0,5563;0,555066667;0;99,64355949;94,8;;0,5537;1,0508;0,8136;0,003745477;0,356440511;43,53970341;54,81216964;45,57221078;;;0,709;;;;0,5545;;0,7072;32,82128694;32,27330636;30,48242742;;;0,618266667;;;;0,5551;;0,6632;12,75751861;22,77587381;45,18783036;22,53886329;9,497432548;22,77587381;32,03629584;77,22412619;;;
43;C45_P4_R1;2018;Sencha;;Vert;C;Nylon;Lipton;1;Moulin_cafe;4;1;;45;14;Ankom;100;98;0,5614;1,025933333;0,758366667;0;0;0,5563;0,555066667;0;99,70982952;94,8;;0,582;1,057;0,8271;0,003067102;0,290170475;43,53970341;54,19305261;45,05746137;;;0,709;;;;0,5545;;0,7256;32,82128694;31,7189666;29,95884855;;;0,618266667;;;;0,5551;;0,684;12,75751861;22,3139904;45,80694739;22,47408601;9,404976197;22,3139904;31,8790622;77,6860096;;;
44;C45_P4_R1;2018;Sencha;;Vert;C;Nylon;Lipton;1;Moulin_cafe;4;1;;45;14;Ankom;100;98;0,5614;1,025933333;0,758366667;0;0;0,5563;0,555066667;0;97,7484092;94,8;;0,5663;1,075;0,8172;0,024204601;2,251590798;43,53970341;48,35724417;40,20542406;;;0,709;;;;0,5545;;0,7133;32,82128694;26,43838975;24,97129634;;;0,618266667;;;;0,5551;;0,6745;12,75751861;18,07783071;51,64275583;21,91885442;8,360559043;18,07783071;30,27941346;81,92216929;;;
45;C45_P7_R2;2018;Sencha;;Vert;C;Nylon;Lipton;1;Moulin_cafe;7;2;;45;16;Ankom;100;98;0,5509;1,029033333;0,6745;0;0;0,573366667;0,574533333;0;100;94,8;;0,5425;1,0233;0,8009;0;0;26,13886366;56,4495487;78,17760133;;;0,645933333;;;;0,573766667;;0,7102;20,19951601;36,70954826;56,3377853;;;0,570566667;;;;0,5729;;0,6653;4,292852499;27,03860832;43,5504513;19,74000043;9,670939945;27,03860832;29,41094038;72,96139168;;;
46;C45_P7_R2;2018;Sencha;;Vert;C;Nylon;Lipton;1;Moulin_cafe;7;2;;45;16;Ankom;100;98;0,5509;1,029033333;0,6745;0;0;0,573366667;0,574533333;0;100;94,8;;0,5562;1,05;0,8154;0;0;26,13886366;55,12837315;76,34789078;;;0,645933333;;;;0,573766667;;0,719;20,19951601;34,69433978;53,24506451;;;0,570566667;;;;0,5729;;0,6741;4,292852499;25,28242498;44,87162685;20,43403337;9,411914798;25,28242498;29,84594817;74,71757502;;;
47;C45_P7_R2;2018;Sencha;;Vert;C;Nylon;Lipton;1;Moulin_cafe;7;2;;45;16;Ankom;100;98;0,5509;1,029033333;0,6745;0;0;0,573366667;0,574533333;0;99,41089838;94,8;;0,5375;1,0775;0,8148;0,00634757;0,58910162;26,13886366;53,02740791;73,43824088;;;0,645933333;;;;0,573766667;;0,7113;20,19951601;32,83082131;50,38514091;;;0,570566667;;;;0,5729;;0,6626;4,292852499;23,42088904;46,97259209;20,1965866;9,409932273;23,42088904;29,60651887;76,57911096;;;
48;CA9_P5_R2;2018;Sencha;;Vert;C;Nylon;Lipton;1;Moulin_cafe;5;2;;45 + sorte;6;Ankom;100;98;0,5254;1,040766667;0,725866667;0;0;0,5226;0,5205;0;99,68944099;94,6;;0,5285;1,0391;0,805;0,003227019;0,310559006;40,10972667;57,19230606;51,61744174;;;0,676333333;;;;0,519666667;;0,7454;30,46817924;44,99004205;45,7753413;;;0,559166667;;;;0,5197;;0,695;7,262949507;34,51634986;42,80769394;12,20226401;10,47369219;34,51634986;22,6759562;65,48365014;;;
49;CA9_P5_R2;2018;Sencha;;Vert;C;Nylon;Lipton;1;Moulin_cafe;5;2;;45 + sorte;6;Ankom;100;98;0,5254;1,040766667;0,725866667;0;0;0,5226;0,5205;0;100;94,6;;0,4889;0,9912;0,7627;0;0;40,10972667;58,03422248;52,3772917;;;0,676333333;;;;0,519666667;;0,7084;30,46817924;46,77093753;47,58732223;;;0,559166667;;;;0,5197;;0,6556;7,262949507;35,65269795;41,96577752;11,26328495;11,11823957;35,65269795;22,38152452;64,34730205;;;
50;CA9_P5_R2;2018;Sencha;;Vert;C;Nylon;Lipton;1;Moulin_cafe;5;2;;45 + sorte;6;Ankom;100;98;0,5254;1,040766667;0,725866667;0;0;0,5226;0,5205;0;99,98762376;94,6;;0,5254;1,0469;0,808;0,000129567;0,012376238;40,10972667;57,69195411;52,06838621;;;0,676333333;;;;0,519666667;;0,7423;30,46817924;44,54273414;45,32022565;;;0,559166667;;;;0,5197;;0,6896;7,262949507;33,85230845;42,30804589;13,14921997;10,69042568;33,85230845;23,83964565;66,14769155;;;
51;CA9_P1_R1;2018;Sencha;;Vert;C;Nylon;Lipton;1;Moulin_cafe;1;1;;A9;3;Ankom;99,9641121;98;0,526366667;1,0217;0,709166667;0,000358879;0,035887899;0,520433333;0,520633333;0;99,47578976;98,85;;0,5595;1,015;0,7249;0,005320734;0,524210236;37,55546997;35,6918379;34,40363102;;;0,665033333;;;;0,519333333;;0,6739;21,40974388;24,61743377;35,64453882;;;0,551233333;;;;0,519066667;;0,62;5,335374399;12,64754218;64,3081621;11,07440413;11,96989159;12,64754218;23,04429572;87,35245782;;;
52;CA9_P1_R1;2018;Sencha;;Vert;C;Nylon;Lipton;1;Moulin_cafe;1;1;;A9;3;Ankom;99,9641121;98;0,526366667;1,0217;0,709166667;0,000358879;0,035887899;0,520433333;0,520633333;0;100;98,85;;0,5617;1,0684;0,7179;0;0;37,55546997;31,14245667;30,01844824;;;0,665033333;;;;0,519333333;;;21,40974388;-111,9071768;;;;0,551233333;;;;0,519066667;;0,62;5,335374399;11,93417086;68,85754333;;;;;;;;
53;CA9_P1_R1;2018;Sencha;;Vert;C;Nylon;Lipton;1;Moulin_cafe;1;1;;A9;3;Ankom;99,9641121;98;0,526366667;1,0217;0,709166667;0,000358879;0,035887899;0,520433333;0,520633333;0;100;98,85;;0,506;0,9748;0,6724;0;0;37,55546997;35,86585897;34,57137125;;;0,665033333;;;;0,519333333;;;21,40974388;-108,96006;;;;0,551233333;;;;0,519066667;;0,62;5,335374399;24,88704671;64,13414103;;;;;;;;
54;CA9_P3_R2;2018;Sencha;;Vert;C;Nylon;Lipton;1;Moulin_cafe;3;2;;A9;4;Ankom;99,99326191;98;0,517133333;0,9894;0,6963;6,74E-05;0,00673809;0,507566667;0,507566667;0;99,88207547;94,6;;0,5172;1,0024;0,7632;0,001182075;0,117924528;38,69989163;53,40030348;49,95081134;;;0,6548;;;;0,506633333;;;28,49660947;-112,8633615;;;;0,545333333;;;;0,5062;;0,6686;6,379791134;33,06967133;46,59969652;;;;;;;;
55;CA9_P3_R1;2018;Sencha;;Vert;C;Nylon;Lipton;1;Moulin_cafe;3;1;;A9;5;Ankom;100;98;0,509433333;0,975;0,686233333;0;0;0,519716667;0,522133333;0;99,78246091;94,8;;0,5208;0,9835;0,7355;0,002139497;0,217539089;38,23103814;48,011381;45,4607585;;;0,643033333;;;;0,5195;;0,6963;29,3283979;39,65808006;41,91843298;;;0,535766667;;;;0,518066667;;0,658;6,126106085;31,23566524;51,988619;8,353300936;8,422414818;31,23566524;16,77571575;68,76433476;;;
56;CA9_P3_R1;2018;Sencha;;Vert;C;Nylon;Lipton;1;Moulin_cafe;3;1;;A9;5;Ankom;100;98;0,509433333;0,975;0,686233333;0;0;0,519716667;0,522133333;0;99,87126674;94,8;;0,5262;1,0442;0,7768;0,001344233;0,128733265;38,23103814;50,32482284;47,65129788;;;0,643033333;;;;0,5195;;0,7257;29,3283979;40,449074;42,75451043;;;0,535766667;;;;0,518066667;;0,6878;6,126106085;33,01709601;49,67517716;9,875748844;7,431977989;33,01709601;17,30772683;66,98290399;;;
57;CA9_P3_R1;2018;Sencha;;Vert;C;Nylon;Lipton;1;Moulin_cafe;3;1;;A9;5;Ankom;100;98;0,509433333;0,975;0,686233333;0;0;0,519716667;0,522133333;0;100;94,8;;0,5459;1,0174;0,7809;0;0;38,23103814;52,00692234;49,24403522;;;0,643033333;;;;0,5195;;0,69;29,3283979;32,28934998;34,12971458;;;0,535766667;;;;0,518066667;;0,6523;6,126106085;24,19183033;47,99307766;19,71757236;8,097519657;24,19183033;27,81509202;75,80816967;;;
58;CA9_P3_R2;2018;Sencha;;Vert;C;Nylon;Lipton;1;Moulin_cafe;3;2;;A9;6;Ankom;100;98;0,5254;1,040766667;0,725866667;0;0;0,5226;0,5205;0;98,63289103;94,6;;0,5163;0,9983;0,7461;0,013647849;1,367108967;40,10972667;48,52306408;43,79324083;;;0,676333333;;;;0,519666667;;0,7117;30,46817924;41,05723169;41,7738839;;;0,559166667;;;;0,5197;;0,6725;7,262949507;32,33373054;51,47693592;7,46583239;8,723501144;32,33373054;16,18933353;67,66626946;;;
59;CA9_P3_R2;2018;Sencha;;Vert;C;Nylon;Lipton;1;Moulin_cafe;3;2;;A9;6;Ankom;100;98;0,5254;1,040766667;0,725866667;0;0;0,5226;0,5205;0;99,15622286;94,6;;0,5381;1,076;0,8059;0,009079042;0,843777144;40,10972667;51,70511737;46,66512102;;;0,676333333;;;;0,519666667;;0,7555;30,46817924;41,88627144;42,61739451;;;0,559166667;;;;0,5197;;0,7061;7,262949507;32,08875668;48,29488263;9,818845931;9,797514759;32,08875668;19,61636069;67,91124332;;;
60;CA9_P3_R2;2018;Sencha;;Vert;C;Nylon;Lipton;1;Moulin_cafe;3;2;;A9;6;Ankom;100;98;0,5254;1,040766667;0,725866667;0;0;0,5226;0,5205;0;99,15831167;94,6;;0,5445;1,0713;0,8079;0,009017007;0,841688328;40,10972667;51,92081877;46,85979676;;;0,676333333;;;;0,519666667;;0,7186;30,46817924;34,0253875;34,61929918;;;0,559166667;;;;0,5197;;0,6815;7,262949507;26,51064253;48,07918123;17,89543127;7,514744973;26,51064253;25,41017625;73,48935747;;;
61;CA9_P4_R1;2018;Sencha;;Vert;C;Nylon;Lipton;1;Moulin_cafe;4;1;;A9;11;Ankom;100;98;0,529766667;1,02455;0,72;0;0;0,524716667;0,526666667;0;81,00533808;94,8;;0,5403;1,0634;0,8992;0,201989235;18,99466192;38,82642909;38,56139354;35,95289289;;;0,677633333;;;;0,526;;0,8574;30,2278223;28,32662287;29,05023393;;;0,562833333;;;;0,525066667;;0,8069;6,746572543;15,99443639;61,43860646;10,23477067;12,33218649;15,99443639;22,56695716;84,00556361;;;
62;CA9_P4_R1;2018;Sencha;;Vert;C;Nylon;Lipton;1;Moulin_cafe;4;1;;A9;11;Ankom;100;98;0,529766667;1,02455;0,72;0;0;0,524716667;0,526666667;0;74,645861;94,8;;0,5092;1,0418;0,9036;0,26413942;25,354139;38,82642909;34,05982172;31,75583166;;;0,677633333;;;;0,526;;0,8671;30,2278223;24,54696737;25,17402613;;;0,562833333;;;;0,525066667;;0,8111;6,746572543;9,928859029;65,94017828;9,512854351;14,61810834;9,928859029;24,13096269;90,07114097;;;
63;CA9_P4_R1;2018;Sencha;;Vert;C;Nylon;Lipton;1;Moulin_cafe;4;1;;A9;11;Ankom;100;98;0,529766667;1,02455;0,72;0;0;0,524716667;0,526666667;0;80,31669463;94,8;;0,5816;1,1082;0,9536;0,21813039;19,68330537;38,82642909;37,83677207;35,27728872;;;0,677633333;;;;0,526;;0,9123;30,2278223;27,7206446;28,42877579;;;0,562833333;;;;0,525066667;;0,8569;6,746572543;14,161626;62,16322793;10,11612747;13,5590186;14,161626;23,67514608;85,838374;;;
64;CA9_P5_R2;2018;Sencha;;Vert;C;Nylon;Lipton;1;Moulin_cafe;5;2;;A9;6;Ankom;100;98;0,5254;1,040766667;0,725866667;0;0;0,5226;0,5205;0;99,89429175;94,6;;0,5117;0,9673;0,7568;0,001022516;0,105708245;40,10972667;57,16833292;51,5958054;;;0,676333333;;;;0,519666667;;0,7091;30,46817924;46,2787919;47,08658622;;;0,559166667;;;;0,5197;;0,6657;7,262949507;36,19089383;42,83166708;10,88954102;10,08789807;36,19089383;20,97743909;63,80910617;;;
65;CA9_P5_R2;2018;Sencha;;Vert;C;Nylon;Lipton;1;Moulin_cafe;5;2;;A9;6;Ankom;100;98;0,5254;1,040766667;0,725866667;0;0;0,5226;0,5205;0;100;94,6;;0,5093;0,9894;0,7675;0;0;40,10972667;57,30099298;51,71553432;;;0,676333333;;;;0,519666667;;0,7118;30,46817924;45,21580048;46,00504033;;;0,559166667;;;;0,5197;;0,6641;7,262949507;34,7060791;42,69900702;12,08519251;10,50972137;34,7060791;22,59491388;65,2939209;;;
66;CA9_P5_R2;2018;Sencha;;Vert;C;Nylon;Lipton;1;Moulin_cafe;5;2;;A9;6;Ankom;100;98;0,5254;1,040766667;0,725866667;0;0;0,5226;0,5205;0;99,24600639;94,6;;0,5041;0,9979;0,7825;0,007524102;0,75399361;40,10972667;58,86413316;53,1263062;;;0,676333333;;;;0,519666667;;0,7114;30,46817924;43,70143881;44,46424554;;;0,559166667;;;;0,5197;;0,6628;7,262949507;33,21161394;41,13586684;15,16269436;10,48982487;33,21161394;25,65251923;66,78838606;;;
67;CA9_P6_R1;2018;Sencha;;Vert;C;Nylon;Lipton;1;Moulin_cafe;6;2;;A9;12;Ankom;100;98;0,53205;1,064;0,74145;0;0;0,5147;0,514466667;0;99,65264855;94,8;;0,5513;1,024;0,8061;0,003556879;0,347351445;40,21422889;56,31747783;50,69580479;;;0,69115;;;;0,5136;;0,7616;30,73732951;46,56035502;46,95824356;;;0,5662;;;;0,512633333;;0,7045;6,960592016;34,00566778;43,68252217;9,757122805;12,55468724;34,00566778;22,31181004;65,99433222;;;
68;CA9_P6_R1;2018;Sencha;;Vert;C;Nylon;Lipton;1;Moulin_cafe;6;2;;A9;12;Ankom;100;98;0,53205;1,064;0,74145;0;0;0,5147;0,514466667;0;99,59227725;94,8;;0,5471;1,0771;0,8339;0,004391582;0,407722749;40,21422889;56,48706561;50,84846413;;;0,69115;;;;0,5136;;0,7832;30,73732951;46,53909817;46,93680506;;;0,5662;;;;0,512633333;;0,723;6,960592016;34,71385939;43,51293439;9,947967435;11,82523878;34,71385939;21,77320621;65,28614061;;;
69;CA9_P6_R1;2018;Sencha;;Vert;C;Nylon;Lipton;1;Moulin_cafe;6;2;;A9;12;Ankom;100;98;0,53205;1,064;0,74145;0;0;0,5147;0,514466667;0;99,00087424;94,8;;0,5471;1,0262;0,8007;0,010253029;0,999125765;40,21422889;54,17448846;48,766731;;;0,69115;;;;0,5136;;0,7531;30,73732951;43,79332729;44,16756978;;;0,5662;;;;0,512633333;;0,7022;6,960592016;32,70189973;45,82551154;10,38116117;11,09142757;32,70189973;21,47258874;67,29810027;;;
70;CA9_P7_R2;2018;Sencha;;Vert;C;Nylon;Lipton;1;Moulin_cafe;7;2;;A9;6;Ankom;100;98;0,5254;1,040766667;0,725866667;0;0;0,5226;0,5205;0;100;94,6;;0,5204;1,0454;0,7983;0;0;40,10972667;56,37595079;50,88066133;;;0,676333333;;;;0,519666667;;0,7488;30,46817924;46,57625789;47,38924447;;;0,559166667;;;;0,5197;;0,698;7,262949507;36,34104335;43,62404921;9,799692896;10,23521454;36,34104335;20,03490744;63,65895665;;;
71;CA9_P7_R2;2018;Sencha;;Vert;C;Nylon;Lipton;1;Moulin_cafe;7;2;;A9;6;Ankom;100;98;0,5254;1,040766667;0,725866667;0;0;0,5226;0,5205;0;99,45328636;94,6;;0,5469;1,0521;0,8231;0,005751974;0,546713644;40,10972667;57,36209328;51,77067882;;;0,676333333;;;;0,519666667;;0,7361;30,46817924;39,24158679;39,92654699;;;0,559166667;;;;0,5197;;0,69;7,262949507;29,53523987;42,63790672;18,12050649;9,706346912;29,53523987;27,8268534;70,46476013;;;
72;CA9_P7_R2;2018;Sencha;;Vert;C;Nylon;Lipton;1;Moulin_cafe;7;2;;A9;6;Ankom;100;98;0,5254;1,040766667;0,725866667;0;0;0,5226;0,5205;0;99,95002499;94,6;;0,5368;1,0445;0,8004;0,000521989;0,049975012;40,10972667;55,25222137;49,86646831;;;0,676333333;;;;0,519666667;;0,7493;30,46817924;44,78567979;45,5674119;;;0,559166667;;;;0,5197;;0,7076;7,262949507;36,09184681;44,74777863;10,46654158;8,693832981;36,09184681;19,16037456;63,90815319;;;
73;CA9_P7_R2;2018;Sencha;;Vert;C;Nylon;Lipton;1;Moulin_cafe;7;2;;A9;6;Ankom;100;98;0,5254;1,040766667;0,725866667;0;0;0,5226;0,5205;0;98,10760668;94,6;;0,5577;1,0204;0,8085;0,019309981;1,892393321;40,10972667;54,42809293;49,12267243;;;0,676333333;;;;0,519666667;;0,722;30,46817924;34,49224496;35,09430561;;;0,559166667;;;;0,5197;;0,686;7,262949507;26,10077383;45,57190707;19,93584798;8,391471126;26,10077383;28,3273191;73,89922617;;;
74;CA9_P7_R2;2018;Sencha;;Vert;C;Nylon;Lipton;1;Moulin_cafe;7;2;;A9;6;Ankom;100;98;0,5254;1,040766667;0,725866667;0;0;0,5226;0,5205;0;100;94,6;;0,5311;1,0267;0,7839;0;0;40,10972667;54,37579156;49,07546917;;;0,676333333;;;;0,519666667;;0,7389;30,46817924;44,95822082;45,74296463;;;0,559166667;;;;0,5197;;0,6986;7,262949507;36,35526844;45,62420844;9,417570741;8,602952386;36,35526844;18,02052313;63,64473156;;;
75;CA9_P7_R2;2018;Sencha;;Vert;C;Nylon;Lipton;1;Moulin_cafe;7;2;;A9;6;Ankom;100;98;0,5254;1,040766667;0,725866667;0;0;0,5226;0,5205;0;99,73204032;94,6;;0,5322;1,0054;0,7837;0,002694067;0,267959678;40,10972667;56,20916349;50,73013176;;;0,676333333;;;;0,519666667;;0,7008;30,46817924;37,83044608;38,49077489;;;0,559166667;;;;0,5197;;0,6621;7,262949507;29,15441374;43,79083651;18,37871741;8,676032348;29,15441374;27,05474976;70,84558626;;;
76;CA9_P7_R2;2018;Sencha;;Vert;C;Nylon;Lipton;1;Moulin_cafe;7;2;;A9;8;Ankom;100;98;0,511466667;1,023166667;0,7021;0;0;0,51085;0,511133333;0;99,10725512;94,85;;0,5571;1,0417;0,7953;0,009299723;0,892744876;37,95863687;50,18032716;47,85545511;;;0,659733333;;;;0,509833333;;0,7552;29,76962757;41,6887934;43,41178244;;;0,544133333;;;;0,515666667;;0,7044;5,552557026;29,14071878;49,81967284;8,491533761;12,54807461;29,14071878;21,03960837;70,85928122;;;
77;CA9_P7_R2;2018;Sencha;;Vert;C;Nylon;Lipton;1;Moulin_cafe;7;2;;A9;8;Ankom;100;98;0,511466667;1,023166667;0,7021;0;0;0,51085;0,511133333;0;99,44091487;94,85;;0,5588;1,0197;0,787;0,005700991;0,559085133;37,95863687;51,11090349;48,74291753;;;0,659733333;;;;0,509833333;;0,7471;29,76962757;42,2596845;44,00626835;;;0,544133333;;;;0,515666667;;0,7048;5,552557026;31,06146018;48,88909651;8,851218995;11,19822432;31,06146018;20,04944332;68,93853982;;;
78;CA9_P7_R2;2018;Sencha;;Vert;C;Nylon;Lipton;1;Moulin_cafe;7;2;;A9;8;Ankom;100;98;0,511466667;1,023166667;0,7021;0;0;0,51085;0,511133333;0;98,05920649;94,85;;0,56;1,0689;0,8141;0,020745142;1,940793514;37,95863687;49,23571607;46,95460819;;;0,659733333;;;;0,509833333;;0,77;29,76962757;40,21970166;41,88197345;;;0,544133333;;;;0,515666667;;0,7207;5,552557026;28,45300105;50,76428393;9,016014411;11,76670061;28,45300105;20,78271502;71,54699895;;;
