Tea type;Prelevement;Final carbon (%);Final weight (g);Initial weight (g);Initial carbon (%)
Cranberry litter;1;52,97542374;1,9686;1,893;50,003
Cranberry litter;1;52,97542374;2,0006;1,938;50,003
Cranberry litter;1;52,97542374;1,9766;1,923;50,003
Cranberry litter;1;52,97542374;1,9657;1,901;50,003
Cranberry litter;1;52,97542374;1,9817;1,907;50,003
Cranberry litter;1;52,97542374;1,9845;1,909;50,003
Cranberry litter;1;52,97542374;1,9702;1,902;50,003
Cranberry litter;1;52,97542374;1,9736;1,895;50,003
Cranberry litter;1;52,97542374;1,9917;1,9;50,003
Cranberry litter;1;52,97542374;2,0001;1,922;50,003
Cranberry litter;1;52,97542374;1,9602;1,903;50,003
Cranberry litter;1;52,97542374;1,9944;1,925;50,003
Cranberry litter;1;52,55682672;2,0179;1,924;50,003
Cranberry litter;1;52,55682672;1,9974;1,928;50,003
Cranberry litter;1;52,55682672;1,6168;1,93;50,003
Cranberry litter;1;52,55682672;1,9785;1,914;50,003
Cranberry litter;1;52,55682672;1,943;1,914;50,003
Cranberry litter;1;52,55682672;1,977;1,914;50,003
Cranberry litter;1;52,55682672;2,033;1,922;50,003
Cranberry litter;1;52,55682672;1,9867;1,909;50,003
Cranberry litter;1;52,55682672;1,9984;1,915;50,003
Cranberry litter;1;52,55682672;1,8743;1,9097;50,003
Cranberry litter;1;52,55682672;1,8812;1,9094;50,003
Cranberry litter;1;53,07235079;1,9733;1,901;50,003
Cranberry litter;1;53,07235079;1,9882;1,923;50,003
Cranberry litter;1;53,07235079;1,9515;1,898;50,003
Cranberry litter;1;53,07235079;1,9409;1,902;50,003
Cranberry litter;1;53,07235079;1,9351;1,907;50,003
Cranberry litter;1;53,07235079;1,9456;1,909;50,003
Cranberry litter;1;53,07235079;1,9135;1,887;50,003
Cranberry litter;1;53,07235079;1,955;1,919;50,003
Cranberry litter;1;53,07235079;1,9384;1,89;50,003
Cranberry litter;1;53,07235079;1,9423;1,903;50,003
Cranberry litter;1;53,07235079;1,9413;1,902;50,003
Cranberry litter;1;53,07235079;1,9518;1,915;50,003
Cranberry litter;1;53,07235079;1,9648;1,911;50,003
Cranberry litter;1;53,07235079;1,9509;1,91;50,003
Cranberry litter;1;53,07235079;1,9271;1,9;50,003
Cranberry litter;1;53,07235079;1,9778;1,93;50,003
Cranberry litter;1;52,69742419;1,9982;1,915;50,003
Cranberry litter;1;52,69742419;1,9346;1,897;50,003
Cranberry litter;1;52,69742419;1,9696;1,929;50,003
Cranberry litter;1;52,69742419;1,9328;1,889;50,003
Cranberry litter;1;52,69742419;1,9438;1,922;50,003
Cranberry litter;1;52,69742419;1,9663;1,918;50,003
Cranberry litter;1;52,69742419;1,9784;1,928;50,003
Cranberry litter;1;52,69742419;1,9242;1,882;50,003
Cranberry litter;1;52,69742419;1,9577;1,906;50,003
Cranberry litter;1;52,69742419;1,9968;1,938;50,003
Cranberry litter;1;52,69742419;1,9277;1,868;50,003
Cranberry litter;1;52,69742419;1,93;1,884;50,003
Cranberry litter;1;52,69742419;1,9708;1,92;50,003
Cranberry litter;1;52,69742419;1,9294;1,905;50,003
Cranberry litter;1;52,69742419;1,9321;1,887;50,003
Cranberry litter;1;52,69742419;1,74;1,892;50,003
Cranberry litter;1;52,69742419;1,9644;1,917;50,003
Cranberry litter;1;52,38561201;1,9953;1,937;50,003
Cranberry litter;1;52,38561201;1,9167;1,884;50,003
Cranberry litter;1;52,38561201;1,936;1,914;50,003
Cranberry litter;1;52,38561201;1,9655;1,894;50,003
Cranberry litter;1;52,38561201;1,9958;1,916;50,003
Cranberry litter;1;52,38561201;1,9668;1,902;50,003
Cranberry litter;1;52,38561201;1,9056;1,883;50,003
Cranberry litter;1;52,38561201;1,9098;1,883;50,003
Cranberry litter;1;52,38561201;1,9116;1,922;50,003
Cranberry litter;1;52,38561201;1,9739;1,928;50,003
Cranberry litter;1;52,38561201;1,9332;1,915;50,003
Cranberry litter;1;52,38561201;1,9485;1,91;50,003
Cranberry litter;1;52,38561201;1,9148;1,895;50,003
Cranberry litter;1;52,38561201;1,9413;1,926;50,003
Cranberry litter;1;52,38561201;1,9756;1,903;50,003
Cranberry litter;1;52,38561201;1,9454;1,885;50,003
Cranberry litter;1;52,53765433;1,9977;1,937;50,003
Cranberry litter;1;52,53765433;1,9663;1,926;50,003
Cranberry litter;1;52,53765433;2,0045;1,929;50,003
Cranberry litter;1;52,53765433;1,9713;1,91;50,003
Cranberry litter;1;52,53765433;1,9689;1,894;50,003
Cranberry litter;1;52,53765433;1,915;1,923;50,003
Cranberry litter;1;52,53765433;2,0086;1,882;50,003
Cranberry litter;1;52,53765433;1,875;1,908;50,003
Cranberry litter;1;52,53765433;2,0073;1,926;50,003
Cranberry litter;1;52,53765433;1,9731;1,899;50,003
Cranberry litter;1;52,53765433;1,9796;1,914;50,003
Cranberry litter;1;52,53765433;2,0053;1,927;50,003
Cranberry litter;1;52,53765433;1,984;1,901;50,003
Cranberry litter;1;52,53765433;2,0412;1,94;50,003
Cranberry litter;1;52,53765433;1,9684;1,898;50,003
Cranberry litter;1;52,53765433;2,0244;1,913;50,003
Cranberry litter;1;52,53765433;1,986;1,911;50,003
Cranberry litter;1;52,53765433;1,9123;1,915;50,003
Cranberry litter;1;52,14753907;1,8986;1,884;50,003
Cranberry litter;1;52,14753907;1,9858;1,928;50,003
Cranberry litter;1;52,14753907;1,9929;1,922;50,003
Cranberry litter;1;52,14753907;1,9311;1,917;50,003
Cranberry litter;1;52,14753907;1,9441;1,916;50,003
Cranberry litter;1;52,14753907;1,9004;1,93;50,003
Cranberry litter;1;52,14753907;1,9472;1,894;50,003
Cranberry litter;1;52,14753907;1,9618;1,9;50,003
Cranberry litter;1;52,14753907;1,9803;1,935;50,003
Cranberry litter;1;52,14753907;1,9948;1,935;50,003
Cranberry litter;1;52,14753907;1,8828;1,929;50,003
Cranberry litter;1;52,14753907;2,0101;1,909;50,003
Cranberry litter;1;52,14753907;1,9746;1,922;50,003
Cranberry litter;1;52,14753907;1,939;1,893;50,003
Cranberry litter;1;52,14753907;1,9813;1,923;50,003
Cranberry litter;1;52,14753907;1,9952;1,927;50,003
Cranberry litter;1;52,14753907;2,0033;1,916;50,003
Cranberry litter;1;52,14753907;1,97884;1,886;50,003
Cranberry litter;1;54,52481895;1,977;1,883;50,003
Cranberry litter;1;54,52481895;2,5168;1,915;50,003
Cranberry litter;1;54,52481895;2,4903;1,909;50,003
Cranberry litter;1;54,52481895;1,9956;1,915;50,003
Cranberry litter;1;54,52481895;2,4996;1,908;50,003
Cranberry litter;1;54,52481895;1,9868;1,916;50,003
Cranberry litter;1;54,52481895;2,0004;1,908;50,003
Cranberry litter;1;54,52481895;1,9817;1,895;50,003
Cranberry litter;1;54,52481895;2,0142;1,927;50,003
Cranberry litter;1;54,52481895;2,5147;1,915;50,003
Cranberry litter;1;54,52481895;2,0609;1,955;50,003
Cranberry litter;1;54,52481895;2,533;1,932;50,003
Cranberry litter;1;54,52481895;2,0344;1,934;50,003
Cranberry litter;1;54,52481895;1,9623;1,893;50,003
Cranberry litter;1;54,52481895;1,9764;1,895;50,003
Cranberry litter;1;54,52481895;1,9943;1,898;50,003
Cranberry litter;1;54,52481895;1,9924;1,9;50,003
Cranberry litter;1;54,52481895;1,9924;1,898;50,003
Cranberry litter;2;50,76768011;1,9987;1,904;50,003
Cranberry litter;2;50,76768011;1,998;1,905;50,003
Cranberry litter;2;50,76768011;1,9633;1,893;50,003
Cranberry litter;2;50,76768011;2,0453;1,933;50,003
Cranberry litter;2;50,76768011;2,0166;1,892;50,003
Cranberry litter;2;50,76768011;1,894;1,888;50,003
Cranberry litter;2;50,76768011;1,9884;1,908;50,003
Cranberry litter;2;50,76768011;2,1454;1,902;50,003
Cranberry litter;2;50,76768011;1,967;1,887;50,003
Cranberry litter;2;50,76768011;2,1195;1,911;50,003
Cranberry litter;2;50,76768011;1,9746;1,904;50,003
Cranberry litter;2;50,76768011;2,0079;1,932;50,003
Cranberry litter;2;51,09216365;1,9819;1,904;50,003
Cranberry litter;2;51,09216365;1,9595;1,908;50,003
Cranberry litter;2;51,09216365;1,9736;1,922;50,003
Cranberry litter;2;51,09216365;1,9192;1,902;50,003
Cranberry litter;2;51,09216365;2,0034;1,932;50,003
Cranberry litter;2;51,09216365;2,0533;1,914;50,003
Cranberry litter;2;51,09216365;1,9986;1,9;50,003
Cranberry litter;2;51,09216365;1,9332;1,928;50,003
Cranberry litter;2;51,09216365;2,0033;1,928;50,003
Cranberry litter;2;51,77948823;1,9708;1,915;50,003
Cranberry litter;2;51,77948823;1,9647;1,928;50,003
Cranberry litter;2;51,77948823;1,9716;1,92;50,003
Cranberry litter;2;51,77948823;1,9982;1,937;50,003
Cranberry litter;2;51,77948823;1,9563;1,903;50,003
Cranberry litter;2;51,77948823;1,9791;1,932;50,003
Cranberry litter;2;51,77948823;1,9361;1,894;50,003
Cranberry litter;2;51,77948823;1,9618;1,894;50,003
Cranberry litter;2;51,77948823;1,969;1,911;50,003
Cranberry litter;2;51,77948823;1,9339;1,884;50,003
Cranberry litter;2;51,77948823;1,9268;1,882;50,003
Cranberry litter;2;51,77948823;1;1,938;50,003
Cranberry litter;2;51,77948823;1,968;1,918;50,003
Cranberry litter;2;51,77948823;1,9875;1,924;50,003
Cranberry litter;2;51,77948823;1,9835;1,926;50,003
Cranberry litter;2;51,85620319;1,9803;1,937;50,003
Cranberry litter;2;51,85620319;1,9541;1,922;50,003
Cranberry litter;2;51,85620319;1,9409;1,897;50,003
Cranberry litter;2;51,85620319;1,9515;1,899;50,003
Cranberry litter;2;51,85620319;1,9857;1,922;50,003
Cranberry litter;2;51,85620319;1,9611;1,912;50,003
Cranberry litter;2;51,85620319;1,9532;1,91;50,003
Cranberry litter;2;51,85620319;1,942;1,883;50,003
Cranberry litter;2;51,85620319;1,968;1,912;50,003
Cranberry litter;2;51,85620319;1,9405;1,91;50,003
Cranberry litter;2;51,85620319;1,941;1,883;50,003
Cranberry litter;2;51,85620319;1,8769;1,91;50,003
Cranberry litter;2;50,32614636;1,9645;1,89;50,003
Cranberry litter;2;50,32614636;1,9446;1,88;50,003
Cranberry litter;2;50,32614636;1,997;1,936;50,003
Cranberry litter;2;50,32614636;1,795;1,919;50,003
Cranberry litter;2;50,32614636;1,9452;1,883;50,003
Cranberry litter;2;50,32614636;1,9803;1,922;50,003
Cranberry litter;2;50,32614636;2,0031;1,907;50,003
Cranberry litter;2;50,32614636;2,0735;1,888;50,003
Cranberry litter;2;50,32614636;2,016;1,921;50,003
Cranberry litter;2;50,32614636;1,975;1,895;50,003
Cranberry litter;2;50,32614636;2,0227;1,919;50,003
Cranberry litter;2;50,32614636;1,9521;1,881;50,003
Cranberry litter;2;50,32614636;1,9513;1,89;50,003
Cranberry litter;2;50,32614636;2,035;1,908;50,003
Cranberry litter;2;50,32614636;1,83;1,917;50,003
Cranberry litter;2;50,32614636;2,0309;1,928;50,003
Cranberry litter;2;50,32614636;1,9505;1,937;50,003
Cranberry litter;2;50,32614636;2,0103;1,934;50,003
Cranberry litter;2;50,32614636;1,9812;1,913;50,003
Cranberry litter;2;50,32614636;1,9138;1,898;50,003
Cranberry litter;2;50,23033663;1,9844;1,927;50,003
Cranberry litter;2;50,23033663;1,9569;1,895;50,003
Cranberry litter;2;50,23033663;1,479;1,935;50,003
Cranberry litter;2;50,23033663;1,8819;1,883;50,003
Cranberry litter;2;50,23033663;1,9947;1,917;50,003
Cranberry litter;2;50,23033663;1,9992;1,926;50,003
Cranberry litter;2;50,23033663;1,9961;1,936;50,003
Cranberry litter;2;50,23033663;1,96;1,908;50,003
Cranberry litter;2;50,23033663;1,9784;1,913;50,003
Cranberry litter;2;50,23033663;2,1352;1,918;50,003
Cranberry litter;2;50,23033663;1,9713;1,894;50,003
Cranberry litter;2;50,23033663;1,9911;1,934;50,003
Cranberry litter;2;50,23033663;1,9866;1,934;50,003
Cranberry litter;2;50,23033663;2,025;1,923;50,003
Cranberry litter;2;50,23033663;1,9754;1,917;50,003
Cranberry litter;2;50,23033663;1,9499;1,926;50,003
Cranberry litter;2;50,23033663;2,0062;1,938;50,003
Cranberry litter;2;50,23033663;1,9742;1,908;50,003
Cranberry litter;2;50,23033663;1,9412;1,916;50,003
Cranberry litter;2;50,23033663;1,7603;1,896;50,003
Cranberry litter;2;51,03430528;2,0445;1,923;50,003
Cranberry litter;2;51,03430528;2,0565;1,932;50,003
Cranberry litter;2;51,03430528;2,0454;1,917;50,003
Cranberry litter;2;51,03430528;2,017;1,92;50,003
Cranberry litter;2;51,03430528;2,0202;1,925;50,003
Cranberry litter;2;51,03430528;1,9785;1,937;50,003
Cranberry litter;2;51,03430528;1,9862;1,912;50,003
Cranberry litter;2;51,03430528;2,0303;1,939;50,003
Cranberry litter;2;51,03430528;1,9937;1,927;50,003
Cranberry litter;2;51,03430528;1,9815;1,889;50,003
Cranberry litter;2;51,03430528;1,9796;1,905;50,003
Cranberry litter;2;51,03430528;2,0229;1,935;50,003
Cranberry litter;2;51,0572163;1,9236;1,885;50,003
Cranberry litter;2;51,0572163;1,9627;1,913;50,003
Cranberry litter;2;51,0572163;1,9648;1,932;50,003
Cranberry litter;2;51,0572163;1,9308;1,887;50,003
Cranberry litter;2;51,0572163;1,9469;1,91;50,003
Cranberry litter;2;51,0572163;2,0007;1,91;50,003
Cranberry litter;2;51,0572163;1,9777;1,936;50,003
Cranberry litter;2;51,0572163;1,9484;1,882;50,003
Cranberry litter;2;51,0572163;1,9426;1,889;50,003
Cranberry litter;2;51,0572163;1,9845;1,938;50,003
Cranberry litter;2;51,0572163;1,985;1,928;50,003
Cranberry litter;2;51,0572163;1,9845;1,933;50,003
Cranberry litter;2;51,0572163;1,9321;1,928;50,003
Cranberry litter;2;51,0572163;1,9684;1,93;50,003
Cranberry litter;2;51,0572163;1,9199;1,912;50,003
Cranberry litter;2;51,0572163;1,952;1,917;50,003
Cranberry litter;2;51,0572163;1,9799;1,89;50,003
Cranberry litter;2;51,0572163;2,0091;1,926;50,003
Cranberry litter;2;51,0572163;1,9314;1,914;50,003
Cranberry litter;3;48,28304024;1,8861;1,909;50,003
Cranberry litter;3;48,28304024;1,879;1,89;50,003
Cranberry litter;3;48,28304024;1,8978;1,901;50,003
Cranberry litter;3;48,28304024;1,8565;1,907;50,003
Cranberry litter;3;48,28304024;1,935;1,934;50,003
Cranberry litter;3;48,28304024;1,9397;1,939;50,003
Cranberry litter;3;48,28304024;1,9201;1,93;50,003
Cranberry litter;3;48,28304024;1,8892;1,883;50,003
Cranberry litter;3;48,28304024;1,864;1,882;50,003
Cranberry litter;3;48,28304024;1,879;1,896;50,003
Cranberry litter;3;48,28304024;1,9072;1,909;50,003
Cranberry litter;3;48,28304024;1,9217;1,919;50,003
Cranberry litter;3;48,28304024;1,8868;1,898;50,003
Cranberry litter;3;48,28304024;1,8822;1,895;50,003
Cranberry litter;3;48,28304024;1,9014;1,913;50,003
Cranberry litter;3;48,28304024;1,8951;1,89;50,003
Cranberry litter;3;48,28304024;1,8593;1,899;50,003
Cranberry litter;3;48,28304024;1,8901;1,897;50,003
Cranberry litter;3;47,72160954;1,9063;1,927;50,003
Cranberry litter;3;47,72160954;1,8682;1,907;50,003
Cranberry litter;3;47,72160954;1,8836;1,894;50,003
Cranberry litter;3;47,72160954;1,8956;1,911;50,003
Cranberry litter;3;47,72160954;1,8873;1,881;50,003
Cranberry litter;3;47,72160954;1,8776;1,904;50,003
Cranberry litter;3;47,72160954;1,8348;1,882;50,003
Cranberry litter;3;47,72160954;1,8863;1,886;50,003
Cranberry litter;3;47,72160954;1,7307;1,914;50,003
Cranberry litter;3;47,72160954;1,9224;1,924;50,003
Cranberry litter;3;47,72160954;1,8835;1,906;50,003
Cranberry litter;3;47,72160954;2,1633;1,927;50,003
Cranberry litter;3;48,4938301;1,8916;1,915;50,003
Cranberry litter;3;48,4938301;1,6695;1,886;50,003
Cranberry litter;3;48,4938301;1,8803;1,924;50,003
Cranberry litter;3;48,4938301;1,8588;1,894;50,003
Cranberry litter;3;48,4938301;1,8937;1,906;50,003
Cranberry litter;3;48,4938301;1,8638;1,882;50,003
Cranberry litter;3;48,4938301;1,7691;1,899;50,003
Cranberry litter;3;48,4938301;1,8646;1,894;50,003
Cranberry litter;3;48,4938301;1,8667;1,885;50,003
Cranberry litter;3;48,4938301;1,878;1,907;50,003
Cranberry litter;3;48,4938301;1,8048;1,929;50,003
Cranberry litter;3;48,4938301;1,9253;1,913;50,003
Cranberry litter;3;48,4938301;1,7396;1,939;50,003
Cranberry litter;3;47,78849478;1,838;1,8917;50,003
Cranberry litter;3;48,05299553;1,8866;1,9022;50,003
Cranberry litter;3;48,05299553;1,8681;1,9005;50,003
Cranberry litter;3;48,05299553;1,8909;1,9177;50,003
Cranberry litter;3;48,05299553;1,8914;1,9098;50,003
Cranberry litter;3;48,05299553;1,9518;1,9143;50,003
Cranberry litter;3;48,05299553;1,8616;1,9101;50,003
Cranberry litter;3;48,05299553;1,8649;1,9182;50,003
Cranberry litter;3;48,05299553;1,8729;1,9075;50,003
Cranberry litter;3;48,05299553;1,8267;1,8961;50,003
Cranberry litter;3;48,05299553;1,9067;1,9175;50,003
Cranberry litter;3;48,05299553;1,9537;1,9158;50,003
Cranberry litter;3;48,05299553;1,8845;1,8943;50,003
Cranberry litter;3;48,05299553;1,8876;1,8882;50,003
Cranberry litter;3;48,05299553;1,8418;1,9132;50,003
Cranberry litter;3;48,05299553;1,9104;1,9176;50,003
Cranberry litter;3;48,63672131;1,9245;1,899;50,003
Cranberry litter;3;48,63672131;1,9196;1,898;50,003
Cranberry litter;3;48,63672131;1,9657;1,937;50,003
Cranberry litter;3;48,63672131;1,9148;1,911;50,003
Cranberry litter;3;48,63672131;1,9512;1,911;50,003
Cranberry litter;3;48,63672131;1,9481;1,916;50,003
Cranberry litter;3;48,63672131;1,9303;1,886;50,003
Cranberry litter;3;48,63672131;1,9597;1,909;50,003
Cranberry litter;3;48,63672131;1,9701;1,934;50,003
Cranberry litter;3;48,63672131;1,9095;1,913;50,003
Cranberry litter;3;48,63672131;1,9309;1,933;50,003
Cranberry litter;3;48,63672131;1,9482;1,932;50,003
Cranberry litter;3;48,63672131;1,9556;1,924;50,003
Cranberry litter;3;48,63672131;1,8965;1,896;50,003
Cranberry litter;3;48,63672131;1,9081;1,889;50,003
Cranberry litter;3;47,76923994;1,919;1,918;50,003
Cranberry litter;3;47,76923994;1,9331;1,932;50,003
Cranberry litter;3;47,76923994;1,963;1,899;50,003
Cranberry litter;3;47,76923994;1,8671;1,886;50,003
Cranberry litter;3;47,76923994;1,8783;1,892;50,003
Cranberry litter;3;47,76923994;1,8087;1,898;50,003
Cranberry litter;3;47,76923994;1,8846;1,903;50,003
Cranberry litter;3;47,76923994;1,9126;1,929;50,003
Cranberry litter;3;47,76923994;1,852;1,898;50,003
Cranberry litter;3;47,76923994;1,9032;1,912;50,003
Cranberry litter;3;47,76923994;1,8442;1,899;50,003
Cranberry litter;3;47,76923994;1,885;1,889;50,003
Cranberry litter;3;47,76923994;1,9038;1,937;50,003
Cranberry litter;3;47,76923994;1,9225;1,916;50,003
Cranberry litter;3;47,76923994;1,8463;1,882;50,003
Cranberry litter;3;48,79278689;1,9199;1,885;50,003
Cranberry litter;3;48,79278689;1,9147;1,903;50,003
Cranberry litter;3;48,79278689;1,9133;1,917;50,003
Cranberry litter;3;48,79278689;1,931;1,919;50,003
Cranberry litter;3;48,79278689;1,9217;1,917;50,003
Cranberry litter;3;48,79278689;1,7857;1,909;50,003
Cranberry litter;3;48,79278689;1,9585;1,937;50,003
Cranberry litter;3;48,79278689;1,9012;1,89;50,003
Cranberry litter;3;48,79278689;1,9467;1,921;50,003
Cranberry litter;3;48,79278689;1,931;1,926;50,003
Cranberry litter;3;48,79278689;1,9688;1,922;50,003
Cranberry litter;3;48,79278689;1,9359;1,901;50,003
Cranberry litter;3;48,79278689;1,9695;1,908;50,003
Cranberry litter;3;48,23845007;1,9733;1,906;50,003
Cranberry litter;3;48,23845007;1,9223;1,936;50,003
Cranberry litter;3;48,23845007;1,907;1,933;50,003
Cranberry litter;3;48,23845007;1,8704;1,918;50,003
Cranberry litter;3;48,23845007;1,8484;1,887;50,003
Cranberry litter;3;48,23845007;1,9081;1,901;50,003
Cranberry litter;3;48,23845007;1,8337;1,889;50,003
Cranberry litter;3;48,23845007;1,8681;1,895;50,003
Cranberry litter;3;48,23845007;1,8958;1,902;50,003
Cranberry litter;3;48,23845007;1,9423;1,93;50,003
Cranberry litter;3;48,23845007;1,8952;1,912;50,003
Cranberry litter;3;48,23845007;1,9416;1,929;50,003
Cranberry litter;3;48,23845007;1,9;1,939;50,003
Cranberry litter;3;48,23845007;1,8514;1,891;50,003
Cranberry litter;4;50,61871445;1,9099;1,925;50,003
Cranberry litter;4;50,61871445;1,6945;1,9;50,003
Cranberry litter;4;50,61871445;1,8534;1,905;50,003
Cranberry litter;4;50,61871445;1,8463;1,913;50,003
Cranberry litter;4;50,61871445;1,8208;1,913;50,003
Cranberry litter;4;50,61871445;1,7709;1,927;50,003
Cranberry litter;4;50,61871445;1,7805;1,886;50,003
Cranberry litter;4;50,61871445;1,6413;1,935;50,003
Cranberry litter;4;50,61871445;1,8495;1,893;50,003
Cranberry litter;4;50,61871445;1,8903;1,925;50,003
Cranberry litter;4;50,61871445;1,8324;1,929;50,003
Cranberry litter;4;50,61871445;1,8975;1,933;50,003
Cranberry litter;4;50,01316434;1,8837;1,933;50,003
Cranberry litter;4;50,01316434;1,879;1,884;50,003
Cranberry litter;4;50,01316434;1,865;1,923;50,003
Cranberry litter;4;50,01316434;1,9564;1,927;50,003
Cranberry litter;4;50,01316434;1,863;1,909;50,003
Cranberry litter;4;50,01316434;1,952;1,933;50,003
Cranberry litter;4;50,01316434;1,8076;1,882;50,003
Cranberry litter;4;50,01316434;1,8935;1,932;50,003
Cranberry litter;4;50,01316434;1,8203;1,904;50,003
Cranberry litter;4;50,01316434;1,8809;1,945;50,003
Cranberry litter;4;50,01316434;1,8696;1,93;50,003
Cranberry litter;4;50,01316434;1,8098;1,881;50,003
Cranberry litter;4;50,01316434;1,882;1,93;50,003
Cranberry litter;4;50,01316434;1,7394;1,916;50,003
Cranberry litter;4;50,01316434;1,6136;1,895;50,003
Cranberry litter;4;50,8489655;1,7976;1,8888;50,003
Cranberry litter;4;50,8489655;1,7457;1,9109;50,003
Cranberry litter;4;50,8489655;1,7547;1,9161;50,003
Cranberry litter;4;50,8489655;1,867;1,917;50,003
Cranberry litter;4;50,8489655;1,8257;1,9009;50,003
Cranberry litter;4;50,8489655;1,8547;1,9134;50,003
Cranberry litter;4;50,8489655;1,8001;1,9128;50,003
Cranberry litter;4;50,8489655;1,7926;1,9208;50,003
Cranberry litter;4;50,8489655;1,8051;1,9116;50,003
Cranberry litter;4;50,8489655;1,7521;1,9001;50,003
Cranberry litter;4;50,8489655;1,8147;1,9055;50,003
Cranberry litter;4;50,8489655;1,7359;1,8836;50,003
Cranberry litter;4;50,8489655;1,608;1,8871;50,003
Cranberry litter;4;50,8489655;1,7932;1,9001;50,003
Cranberry litter;4;50,8489655;1,8552;1,9072;50,003
Cranberry litter;4;50,8489655;1,7748;1,8927;50,003
Cranberry litter;4;50,07503797;1,7844;1,907;50,003
Cranberry litter;4;50,07503797;1,8138;1,9176;50,003
Cranberry litter;4;50,07503797;1,861;1,9004;50,003
Cranberry litter;4;50,07503797;1,8422;1,8894;50,003
Cranberry litter;4;50,07503797;1,7246;1,8995;50,003
Cranberry litter;4;50,07503797;1,9564;1,9061;50,003
Cranberry litter;4;50,07503797;1,8632;1,9158;50,003
Cranberry litter;4;50,07503797;1,8644;1,9102;50,003
Cranberry litter;4;50,07503797;1,8636;1,9159;50,003
Cranberry litter;4;50,07503797;1,8096;1,9171;50,003
Cranberry litter;4;50,07503797;1,8677;1,9092;50,003
Cranberry litter;4;50,07503797;1,8473;1,9094;50,003
Cranberry litter;4;50,07503797;1,8499;1,9011;50,003
Cranberry litter;4;50,07503797;1,859;1,8985;50,003
Cranberry litter;4;50,07503797;1,8253;1,8985;50,003
Cranberry litter;4;50,07503797;1,8141;1,8993;50,003
Cranberry litter;4;50,07503797;1,8178;1,9096;50,003
Cranberry litter;4;50,07503797;1,8268;1,9027;50,003
Cranberry litter;4;50,07503797;1,8709;1,915;50,003
Cranberry litter;4;50,07503797;1,8406;1,9139;50,003
Cranberry litter;4;49,89069811;1,8709;1,883;50,003
Cranberry litter;4;49,89069811;1,9036;1,904;50,003
Cranberry litter;4;49,89069811;1,839;1,891;50,003
Cranberry litter;4;49,89069811;1,8869;1,921;50,003
Cranberry litter;4;49,89069811;1,9256;1,932;50,003
Cranberry litter;4;49,89069811;1,9379;1,885;50,003
Cranberry litter;4;49,89069811;1,8809;1,926;50,003
Cranberry litter;4;49,89069811;1,8819;1,909;50,003
Cranberry litter;4;49,89069811;1,8371;1,885;50,003
Cranberry litter;4;49,89069811;1,8704;1,908;50,003
Cranberry litter;4;49,89069811;1,9363;1,912;50,003
Cranberry litter;4;49,89069811;1,8385;1,906;50,003
Cranberry litter;4;49,89069811;1,9884;1,891;50,003
Cranberry litter;4;49,89069811;1,8185;1,91;50,003
Cranberry litter;4;49,89069811;1,9361;1,884;50,003
Cranberry litter;4;49,89069811;1,9508;1,932;50,003
Cranberry litter;4;49,89069811;1,9232;1,918;50,003
Cranberry litter;4;49,59895741;1,7731;1,8989;50,003
Cranberry litter;4;49,59895741;1,7847;1,906;50,003
Cranberry litter;4;49,59895741;1,7955;1,9104;50,003
Cranberry litter;4;49,59895741;1,7187;1,894;50,003
Cranberry litter;4;49,59895741;1,7259;1,8922;50,003
Cranberry litter;4;49,59895741;1,7793;1,9287;50,003
Cranberry litter;4;49,59895741;1,7605;1,8972;50,003
Cranberry litter;4;49,59895741;1,8133;1,9083;50,003
Cranberry litter;4;49,59895741;1,4442;1,9247;50,003
Cranberry litter;4;49,59895741;1,7623;1,891;50,003
Cranberry litter;4;50,84290733;1,926;1,927;50,003
Cranberry litter;4;50,84290733;1,9251;1,912;50,003
Cranberry litter;4;50,84290733;1,9019;1,9;50,003
Cranberry litter;4;50,84290733;1,9024;1,9;50,003
Cranberry litter;4;50,84290733;1,9103;1,928;50,003
Cranberry litter;4;50,84290733;1,8902;1,882;50,003
Cranberry litter;4;50,84290733;1,8942;1,89;50,003
Cranberry litter;4;50,84290733;1,9443;1,921;50,003
Cranberry litter;4;50,84290733;1,9561;1,934;50,003
Cranberry litter;4;50,84290733;1,9215;1,925;50,003
Cranberry litter;4;50,84290733;1,947;1,935;50,003
Cranberry litter;4;50,84290733;1,8859;1,891;50,003
Cranberry litter;4;51,10831032;1,8617;1,887;50,003
Cranberry litter;4;51,10831032;1,8602;1,89;50,003
Cranberry litter;4;51,10831032;1,9026;1,904;50,003
Cranberry litter;4;51,10831032;1,9046;1,911;50,003
Cranberry litter;4;51,10831032;1,8902;1,902;50,003
Cranberry litter;4;51,10831032;1,8705;1,9;50,003
Cranberry litter;4;51,10831032;1,9233;1,931;50,003
Cranberry litter;4;51,10831032;1,8991;1,913;50,003
Cranberry litter;4;51,10831032;1,9197;1,909;50,003
Cranberry litter;4;51,10831032;1,9406;1,937;50,003
Cranberry litter;4;51,10831032;1,8854;1,893;50,003
Cranberry litter;4;51,10831032;1,8781;1,882;50,003
