"No";"TypeThe";"TeaType";"PoidsContenu_g";"PoidsTotal._g";"PoidsSac_g";"Poids_Restant_g";"Farmers";"Site";"Regie";"NitrogenType";"DoseN";"Repetition";"Pourcentage_C";"Pourcentage_N";"Pourcentage_S";"Teneur_Ci";"GreenTMoy_C";"GreenTMoy_N";"GreenTMoy_S";"Teneur_Cf";"Teneur_Nf";"Teneur_Sf";"PertePoids";"Difference_C_Total_g";"TauxDecomposition_C";"DoseRep"
"491";346;"N";"Cranberry litter";1,936;2,3;0,363;NA;"Fortier";"9";"Conventionel";"N-21-0-0";60;2;NA;NA;NA;0,96863888;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60_2_9"
"492";347;"N";"Cranberry litter";1,911;2,274;0,363;1,898;"Fortier";"9";"Conventionel";"N-21-0-0";60;2;49,95;0,73899;0,0251;0,95613063;NA;NA;NA;0,948051;0,0140260302;0,000476398;7,58440563377776e-05;0,00807963;9,42916411085335e-05;"60_2_9"
"493";348;"N";"Cranberry litter";1,927;2,288;0,363;1,628;"Fortier";"9";"Conventionel";"N-21-0-0";60;2;48,318;0,7679;0,0442;0,96413591;NA;NA;NA;0,78661704;0,012501412;0,000719576;0,00187346802057645;0,17751887;0,00226100830593721;"60_2_9"
"494";451;"N";"Cranberry litter";1,926;2,283;0,356;1,861;"Fortier";"45";"Conventionel";"N-21-0-0";0;1;49,369;0,78044;0,078;0,96363558;NA;NA;NA;0,91875709;0,0145239884;0,00145158;0,000381459285731335;0,04487849;0,000529904739887077;"0_1_45"
"495";452;"N";"Cranberry litter";1,916;2,28;0,363;1,863;"Fortier";"45";"Conventionel";"N-21-0-0";0;1;50,131;0,75369;0,0651;0,95863228;NA;NA;NA;0,93394053;0,0140412447;0,001212813;0,000311684310324638;0,02469175;0,0002899421826872;"0_1_45"
"496";453;"N";"Cranberry litter";1,931;2,298;0,365;1,548;"Fortier";"45";"Conventionel";"N-21-0-0";0;1;50,093;0,81469;0,0762;0,96613723;NA;NA;NA;0,77543964;0,0126114012;0,001179576;0,00245638031420935;0,19069759;0,00244306375814069;"0_1_45"
"497";454;"N";"Cranberry litter";1,932;2,297;0,363;1,926;"Fortier";"45";"Conventionel";"N-21-0-0";0;2;49,613;0,76481;0,0758;0,96663756;NA;NA;NA;0,95554638;0,0147302406;0,001459908;3,45602490488043e-05;0,0110911800000001;0,000128225710828966;"0_2_45"
"498";455;"N";"Cranberry litter";1,906;2,279;0,373;1,8;"Fortier";"45";"Conventionel";"N-21-0-0";0;2;49,254;0,82383;0,0898;0,95362898;NA;NA;NA;0,886572;0,01482894;0,0016164;0,000635779336998793;0,0670569799999999;0,000810137171773754;"0_2_45"
"499";456;"N";"Cranberry litter";1,893;2,252;0,359;1,793;"Fortier";"45";"Conventionel";"N-21-0-0";0;2;47,728;0,77914;0,0794;0,94712469;NA;NA;NA;0,85576304;0,0139699802;0,001423642;0,000603029751157666;0,0913616500000001;0,00112708041728587;"0_2_45"
"500";457;"N";"Cranberry litter";1,925;2,3;0,373;1,883;"Fortier";"45";"Conventionel";"N-21-0-0";15;1;49,401;0,7495;0,0806;0,96313525;NA;NA;NA;0,93022083;0,014113085;0,001517698;0,000245107978497025;0,0329144199999999;0,000386353765385458;"15_1_45"
"501";458;"N";"Cranberry litter";1,895;2,258;0,362;1,827;"Fortier";"45";"Conventionel";"N-21-0-0";15;1;48,859;0,79299;0,084;0,94812535;NA;NA;NA;0,89265393;0,0144879273;0,00153468;0,000406039568205778;0,0554714199999999;0,000669863887574206;"15_1_45"
"502";459;"N";"Cranberry litter";1,929;2,293;0,362;1,858;"Fortier";"45";"Conventionel";"N-21-0-0";15;1;50,351;0,78587;0,0777;0,96513657;NA;NA;NA;0,93552158;0,0146014646;0,001443666;0,000416678817021613;0,0296149899999999;0,000346282236837148;"15_1_45"
"503";460;"N";"Cranberry litter";1,919;2,283;0,362;1,833;"Fortier";"45";"Conventionel";"N-21-0-0";15;2;49,272;0,76349;0,0717;0,96013327;NA;NA;NA;0,90315576;0,0139947717;0,001314261;0,000509447201866611;0,0569775100000001;0,000679745194524261;"15_2_45"
"504";461;"N";"Cranberry litter";1,923;2,287;0,366;1,841;"Fortier";"45";"Conventionel";"N-21-0-0";15;2;49,418;0,76398;0,0678;0,96213459;NA;NA;NA;0,90978538;0,0140648718;0,001248198;0,000484195159507799;0,05234921;0,000621618019818302;"15_2_45"
"505";462;"N";"Cranberry litter";1,924;2,286;0,365;1,856;"Fortier";"45";"Conventionel";"N-21-0-0";15;2;48,468;0,79769;0,0735;0,96263492;NA;NA;NA;0,89956608;0,0148051264;0,00136416;0,000399807976438954;0,0630688399999998;0,000752907991490669;"15_2_45"
"506";463;"N";"Cranberry litter";1,891;2,252;0,36;1,815;"Fortier";"45";"Conventionel";"N-21-0-0";30;1;49,181;0,78571;0,0789;0,94612403;NA;NA;NA;0,89263515;0,0142606365;0,001432035;0,000455781355105627;0,0534888800000001;0,000646619329258032;"30_1_45"
"507";464;"N";"Cranberry litter";1,922;2,293;0,37;2,131;"Fortier";"45";"Conventionel";"N-21-0-0";30;1;44,097;0,71374;0,0741;0,96163426;NA;NA;NA;0,93970707;0,0152097994;0,001579071;-0,00114694491742644;0,0219271900000001;0,00025628880252879;"30_1_45"
"508";465;"N";"Cranberry litter";1,905;2,27;0,363;1,798;"Fortier";"45";"Conventionel";"N-21-0-0";30;1;49,625;0,78517;0,069;0,95312865;NA;NA;NA;0,8922575;0,0141173566;0,00124062;0,000642300805880398;0,06087115;0,000733279124953465;"30_1_45"
"509";466;"N";"Cranberry litter";1,918;2,287;0,369;1,791;"Fortier";"45";"Conventionel";"N-21-0-0";30;2;49,171;0,77354;0,0716;0,95963294;NA;NA;NA;0,88065261;0,0138541014;0,001282356;0,000761209482029686;0,07898033;0,00095430691428145;"30_2_45"
"510";467;"N";"Cranberry litter";1,886;2,251;0,366;2,091;"Fortier";"45";"Conventionel";"N-21-0-0";30;2;40,626;0,63584;0,0688;0,94362238;NA;NA;NA;0,84948966;0,0132954144;0,001438608;-0,00114649151372479;0,0941327199999999;0,00116766995285707;"30_2_45"
"511";468;"N";"Cranberry litter";1,889;2,256;0,367;1,837;"Fortier";"45";"Conventionel";"N-21-0-0";30;2;47,785;0,822;0,0765;0,94512337;NA;NA;NA;0,87781045;0,01510014;0,001405305;0,000310153136515377;0,0673129200000001;0,00082094208102413;"30_2_45"
"512";469;"N";"Cranberry litter";1,927;2,29;0,361;1,808;"Fortier";"45";"Conventionel";"N-21-0-0";45;1;49,319;0,79053;0,0783;0,96413591;NA;NA;NA;0,89168752;0,0142927824;0,001415664;0,000708256971802718;0,0724483899999999;0,000867961253842112;"45_1_45"
"513";470;"N";"Cranberry litter";1,919;2,289;0,371;1,911;"Fortier";"45";"Conventionel";"N-21-0-0";45;1;47,425;0,82853;0,0708;0,96013327;NA;NA;NA;0,90629175;0,0158332083;0,001352988;4,64172418602983e-05;0,0538415200000002;0,00064123137411422;"45_1_45"
"514";471;"N";"Cranberry litter";1,885;2,252;0,367;1,984;"Fortier";"45";"Conventionel";"N-21-0-0";45;1;45,781;0,68101;0,067;0,94312205;NA;NA;NA;0,90829504;0,0135112384;0,00132928;-0,000568746532918966;0,03482701;0,000418071576394952;"45_1_45"
"515";472;"N";"Cranberry litter";1,882;2,242;0,359;1,811;"Fortier";"45";"Conventionel";"N-21-0-0";45;2;50,293;0,72939;0,0627;0,94162106;NA;NA;NA;0,91080623;0,0132092529;0,001135497;0,000427287358465684;0,03081483;0,000369697195271528;"45_2_45"
"516";473;"N";"Cranberry litter";1,916;2,279;0,363;1,85;"Fortier";"45";"Conventionel";"N-21-0-0";45;2;49,674;0,75357;0,065;0,95863228;NA;NA;NA;0,918969;0,013941045;0,0012025;0,000389489338427059;0,03966328;0,00046950189775158;"45_2_45"
"517";474;"N";"Cranberry litter";1,886;2,252;0,361;1,7;"Fortier";"45";"Conventionel";"N-21-0-0";45;2;44,719;0,75477;0,0766;0,94362238;NA;NA;NA;0,760223;0,01283109;0,0013022;0,00115366592387884;0,18339938;0,00240126948484191;"45_2_45"
"518";475;"N";"Cranberry litter";1,895;2,257;0,362;1,841;"Fortier";"45";"Conventionel";"N-21-0-0";60;1;49,616;0,75621;0,0689;0,94812535;NA;NA;NA;0,91343056;0,0139218261;0,001268449;0,000321221514260543;0,03469479;0,000414215129436515;"60_1_45"
"519";476;"N";"Cranberry litter";1,907;2,271;0,362;1,88;"Fortier";"45";"Conventionel";"N-21-0-0";60;1;49,886;0,7456;0,0694;0,95412931;NA;NA;NA;0,9378568;0,01401728;0,00130472;0,000158439441960269;0,01627251;0,00019113261366401;"60_1_45"
"520";477;"N";"Cranberry litter";1,918;2,277;0,359;1,952;"Fortier";"45";"Conventionel";"N-21-0-0";60;1;48,854;0,7294;0,0763;0,95963294;NA;NA;NA;0,95363008;0,014237888;0,001489376;-0,000195239016996159;0,00600286000000005;6,97224193496241e-05;"60_1_45"
"521";478;"N";"Cranberry litter";1,9;2,261;0,36;1,864;"Fortier";"45";"Conventionel";"N-21-0-0";60;2;49,311;0,72942;0,0704;0,950627;NA;NA;NA;0,91915704;0,0135963888;0,001312256;0,000212546332322169;0,0314699599999999;0,000374053086004754;"60_2_45"
"522";479;"N";"Cranberry litter";1,928;2,293;0,365;1,902;"Fortier";"45";"Conventionel";"N-21-0-0";60;2;48,851;0,74198;0,0728;0,96463624;NA;NA;NA;0,92914602;0,0141124596;0,001384656;0,000150858134057282;0,0354902200000001;0,000416501896452781;"60_2_45"
"523";480;"N";"Cranberry litter";1,903;2,267;0,364;1,22;"Fortier";"45";"Conventionel";"N-21-0-0";60;2;47,936;0,81759;0,0751;0,95212799;NA;NA;NA;0,5848192;0,009974598;0,00091622;0,0049397858840983;0,36730879;0,0054155192155336;"60_2_45"
"524";658;"N";"Cranberry litter";1,89;2,254;0,365;1,826;"Fortier";"45";"Conventionel";"Nproducteur";57,28;NA;44,352;0,66755;0,0683;0,9456237;NA;NA;NA;0,80986752;0,012189463;0,001247158;0,000382767187764158;0,13575618;0,00172193367839185;"57.28_NA_45"
"525";659;"N";"Cranberry litter";1,904;2,271;0,366;1,849;"Fortier";"45";"Conventionel";"Nproducteur";57,28;NA;49,575;0,69302;0,0646;0,95262832;NA;NA;NA;0,91664175;0,0128139398;0,001194454;0,000325688710713175;0,0359865699999999;0,00042786774758063;"57.28_NA_45"
"526";660;"N";"Cranberry litter";1,906;2,27;0,364;1,829;"Fortier";"45";"Conventionel";"Nproducteur";57,28;NA;48,432;0,73424;0,0744;0,95362898;NA;NA;NA;0,88582128;0,0134292496;0,001360776;0,000458193731369796;0,0678077;0,000819549680753885;"57.28_NA_45"
"527";661;"N";"Cranberry litter";1,924;2,29;0,366;1,77;"Fortier";"45";"Conventionel";"Nproducteur";57,28;NA;49,511;0,84688;0,0844;0,96263492;NA;NA;NA;0,8763447;0,014989776;0,00149388;0,000926964507308633;0,0862902199999999;0,00104349695858379;"57.28_NA_45"
"528";662;"N";"Cranberry litter";1,926;2,291;0,365;1,81;"Fortier";"45";"Conventionel";"Nproducteur";57,28;NA;49,869;0,76951;0,0734;0,96363558;NA;NA;NA;0,9026289;0,013928131;0,00132854;0,000690205201091104;0,0610066800000001;0,000726685428896647;"57.28_NA_45"
"529";663;"N";"Cranberry litter";1,903;2,263;0,361;NA;"Fortier";"45";"Conventionel";"Nproducteur";57,28;NA;NA;NA;NA;0,95212799;NA;NA;NA;NA;NA;NA;NA;NA;NA;"57.28_NA_45"
"530";664;"N";"Cranberry litter";1,909;2,274;0,364;1,859;"Fortier";"45";"Conventionel";"Nproducteur";57,28;NA;48,039;0,71769;0,077;0,95512997;NA;NA;NA;0,89304501;0,0133418571;0,00143143;0,000294898177825596;0,06208496;0,000746782696886499;"57.28_NA_45"
"531";665;"N";"Cranberry litter";1,883;2,249;0,366;NA;"Fortier";"45";"Conventionel";"Nproducteur";57,28;NA;NA;NA;NA;0,94212139;NA;NA;NA;NA;NA;NA;NA;NA;NA;"57.28_NA_45"
"532";666;"N";"Cranberry litter";1,925;2,29;0,364;NA;"Fortier";"45";"Conventionel";"Nproducteur";57,28;NA;NA;NA;NA;0,96313525;NA;NA;NA;NA;NA;NA;NA;NA;NA;"57.28_NA_45"
"533";667;"N";"Cranberry litter";1,908;2,267;0,36;1,845;"Fortier";"45";"Conventionel";"Nproducteur";57,28;NA;49,936;0,77772;0,0738;0,95462964;NA;NA;NA;0,9213192;0,014348934;0,00136161;0,00037306995037338;0,0333104400000001;0,000394632196990126;"57.28_NA_45"
"534";668;"N";"Cranberry litter";1,929;2,29;0,36;1,812;"Fortier";"45";"Conventionel";"Nproducteur";57,28;NA;49,67;0,80713;0,0781;0,96513657;NA;NA;NA;0,9000204;0,0146251956;0,001415172;0,00069522807003116;0,0651161699999999;0,000776135387860842;"57.28_NA_45"
"535";669;"N";"Cranberry litter";1,915;2,279;0,364;1,853;"Fortier";"45";"Conventionel";"Nproducteur";57,28;NA;47,845;0,83707;0,0798;0,95813195;NA;NA;NA;0,88656785;0,0155109071;0,001478694;0,000365685281437629;0,0715640999999999;0,000862531598023233;"57.28_NA_45"
"536";670;"N";"Cranberry litter";1,939;2,307;0,367;2,38;"Fortier";"45";"Conventionel";"Nproducteur";57,28;NA;49,82;0,7122;0,0344;0,97013987;NA;NA;NA;1,185716;0,01695036;0,00081872;-0,00227697901580965;-0,21557613;-0,00222957592814414;"57.28_NA_45"
"537";671;"N";"Cranberry litter";1,904;2,274;0,37;2,351;"Fortier";"45";"Conventionel";"Nproducteur";57,28;NA;50,228;0,73302;0,0374;0,95262832;NA;NA;NA;1,18086028;0,0172333002;0,000879274;-0,00234315370209732;-0,22823196;-0,00238637428435051;"57.28_NA_45"
"538";672;"N";"Cranberry litter";1,934;2,296;0,361;NA;"Fortier";"45";"Conventionel";"Nproducteur";57,28;NA;NA;NA;NA;0,96763822;NA;NA;NA;NA;NA;NA;NA;NA;NA;"57.28_NA_45"
"539";673;"N";"Cranberry litter";1,891;2,255;0,363;NA;"Fortier";"45";"Conventionel";"Nproducteur";57,28;NA;NA;NA;NA;0,94612403;NA;NA;NA;NA;NA;NA;NA;NA;NA;"57.28_NA_45"
"540";674;"N";"Cranberry litter";1,925;2,29;0,365;1,945;"Fortier";"45";"Conventionel";"Nproducteur";57,28;NA;49,423;0,77366;0,0511;0,96313525;NA;NA;NA;0,96127735;0,015047687;0,000993895;-0,000114844548118467;0,00185789999999997;2,14541722986119e-05;"57.28_NA_45"
"541";675;"N";"Cranberry litter";1,928;2,287;0,359;1,912;"Fortier";"45";"Conventionel";"Nproducteur";57,28;NA;48,94;0,74556;0,0387;0,96463624;NA;NA;NA;0,9357328;0,0142551072;0,000739944;9,25931284349367e-05;0,0289034400000001;0,000338012347428327;"57.28_NA_45"
"542";676;"N";"Cranberry litter";1,9;2,268;0,368;1,901;"Fortier";"45";"Conventionel";"Nproducteur";57,28;NA;48,937;0,77501;0,0414;0,950627;NA;NA;NA;0,93029237;0,0147329401;0,000787014;-5,84641482108175e-06;0,02033463;0,000240253931165243;"57.28_NA_45"
"543";677;"N";"Cranberry litter";1,913;2,272;0,361;NA;"Fortier";"45";"Conventionel";"Nproducteur";57,28;NA;NA;NA;NA;0,95713129;NA;NA;NA;NA;NA;NA;NA;NA;NA;"57.28_NA_45"
"544";678;"N";"Cranberry litter";1,934;2,304;0,368;1,868;"Fortier";"45";"Conventionel";"Nproducteur";57,28;NA;50,545;0,82637;0,0481;0,96763822;NA;NA;NA;0,9441806;0,0154365916;0,000898508;0,00038580063582724;0,0234576199999998;0,000272675737137348;"57.28_NA_45"
"545";679;"N";"Cranberry litter";1,937;2,303;0,364;1,891;"Fortier";"45";"Conventionel";"Nproducteur";57,28;NA;49,845;0,76812;0,0413;0,96913921;NA;NA;NA;0,94256895;0,0145251492;0,000780983;0,000267051052761538;0,0265702600000001;0,000308879911086687;"57.28_NA_45"
"546";680;"N";"Cranberry litter";1,896;2,26;0,364;2,136;"Fortier";"45";"Conventionel";"Nproducteur";57,28;NA;43,409;0,66151;0,0362;0,94862568;NA;NA;NA;0,92721624;0,0141298536;0,000773232;-0,00132431685850132;0,02140944;0,000253638639771429;"57.28_NA_45"
"547";681;"N";"Cranberry litter";1,933;2,297;0,363;1,902;"Fortier";"45";"Conventionel";"Nproducteur";57,28;NA;48,705;0,79342;0,0402;0,96713789;NA;NA;NA;0,9263691;0,0150908484;0,000764604;0,000179635956699948;0,0407687900000001;0,000478536995600079;"57.28_NA_45"
"548";682;"N";"Cranberry litter";1,934;2,299;0,364;1,947;"Fortier";"45";"Conventionel";"Nproducteur";57,28;NA;46,821;0,68463;0,0455;0,96763822;NA;NA;NA;0,91160487;0,0133297461;0,000885885;-7,4436992877334e-05;0,05603335;0,000662795979293826;"57.28_NA_45"
"549";683;"N";"Cranberry litter";1,911;2,275;0,364;NA;"Fortier";"45";"Conventionel";"Nproducteur";57,28;NA;NA;NA;NA;0,95613063;NA;NA;NA;NA;NA;NA;NA;NA;NA;"57.28_NA_45"
"550";684;"N";"Cranberry litter";1,938;2,303;0,365;1,915;"Fortier";"45";"Conventionel";"Nproducteur";57,28;NA;50,18;0,77192;0,0436;0,96963954;NA;NA;NA;0,960947;0,014782268;0,00083494;0,000132654342621835;0,00869253999999997;0,000100057084684661;"57.28_NA_45"
"551";685;"N";"Cranberry litter";1,909;2,273;0,369;NA;"Fortier";"45";"Conventionel";"Nproducteur";57,28;NA;50,72;0,78088;0,0409;0,95512997;NA;NA;NA;NA;NA;NA;NA;NA;NA;"57.28_NA_45"
"552";686;"N";"Cranberry litter";1,892;2,263;0,368;1,858;"Fortier";"45";"Conventionel";"Nproducteur";57,28;NA;50,736;0,75238;0,0447;0,94662436;NA;NA;NA;0,94267488;0,0139792204;0,000830526;0,000201487002644885;0,00394948000000006;4,64544462886548e-05;"57.28_NA_45"
"553";687;"N";"Cranberry litter";1,934;2,309;0,376;1,914;"Fortier";"45";"Conventionel";"Nproducteur";57,28;NA;49,354;0,73373;0,0458;0,96763822;NA;NA;NA;0,94463556;0,0140435922;0,000876612;0,000115501155559334;0,0230026600000001;0,000267323060348653;"57.28_NA_45"
"554";721;"N";"Cranberry litter";1,905;2,257;0,352;1,868;"Fortier";"9";"Conventionel";"N-SCU";30;2;49,383;0,79523;0,0355;0,95312865;NA;NA;NA;0,92247444;0,0148548964;0,00066314;0,000217929653022371;0,0306542099999999;0,000363224678698736;"30_2_9"
"555";722;"N";"Cranberry litter";1,916;2,285;0,367;1,937;"Fortier";"9";"Conventionel";"N-SCU";30;2;48,942;0,75847;0,0285;0,95863228;NA;NA;NA;0,94800654;0,0146915639;0,000552045;-0,00012111894306878;0,0106257399999999;0,000123846214458247;"30_2_9"
"556";723;"N";"Cranberry litter";1,933;2,305;0,367;2,088;"Fortier";"9";"Conventionel";"N-SCU";45;2;44,062;0,68259;0,029;0,96713789;NA;NA;NA;0,92001456;0,0142524792;0,00060552;-0,000857038553268873;0,0471233299999999;0,000555017610437319;"45_2_9"
"557";724;"N";"Cranberry litter";1,917;2,277;0,36;1,896;"Fortier";"9";"Conventionel";"N-SCU";45;2;48,704;0,75821;0,0328;0,95913261;NA;NA;NA;0,92342784;0,0143756616;0,000621888;0,000122389558118638;0,0357047700000001;0,000421518730170972;"45_2_9"
"558";725;"N";"Cranberry litter";1,908;2,267;0,358;NA;"Fortier";"9";"Conventionel";"N-SCU";60;2;NA;NA;NA;0,95462964;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60_2_9"
"559";726;"N";"Cranberry litter";1,935;2,306;0,368;1,903;"Fortier";"9";"Conventionel";"N-SCU";60;2;48,743;0,78336;0,0377;0,96813855;NA;NA;NA;0,92757929;0,0149073408;0,000717431;0,000185285979641475;0,04055926;0,000475521427793235;"60_2_9"
"560";727;"N";"Cranberry litter";1,931;2,303;0,368;1,887;"Belanger";"10";"Conventionel";"N-SCU";45;2;50,52;0,75327;0,0403;0,96613723;NA;NA;NA;0,9533124;0,0142142049;0,000760461;0,000256108189555159;0,0128248299999999;0,00014848030335116;"45_2_10"
"561";728;"N";"Cranberry litter";1,905;2,272;0,368;1,837;"Belanger";"10";"Conventionel";"N-SCU";45;2;50,972;0,7579;0,0362;0,95312865;NA;NA;NA;0,93635564;0,013922623;0,000664994;0,000403868914951953;0,01677301;0,000197272530217485;"45_2_10"
"562";729;"N";"Cranberry litter";1,911;2,272;0,362;1,839;"Belanger";"10";"Conventionel";"N-SCU";60;2;50,515;0,79619;0,0465;0,95613063;NA;NA;NA;0,92897085;0,0146419341;0,000855135;0,000426719107066133;0,02715978;0,000320190949779855;"60_2_10"
"563";730;"N";"Cranberry litter";1,899;2,258;0,359;1,829;"Belanger";"10";"Conventionel";"N-SCU";60;2;50,51;0,74052;0,0416;0,95012667;NA;NA;NA;0,9238279;0,0135441108;0,000760864;0,000417311804682446;0,0262987699999999;0,000311883485170995;"60_2_10"
"564";731;"N";"Cranberry litter";1,897;2,264;0,367;1,757;"Belanger";"10";"Conventionel";"N-SCU";30;NA;49,552;0,67492;0,0407;0,94912601;NA;NA;NA;0,87062864;0,0118583444;0,000715099;0,000851843130532413;0,07849737;0,000959178291566674;"30_NA_10"
"565";732;"N";"Cranberry litter";1,919;2,283;0,365;1,889;"Belanger";"10";"Conventionel";"N-SCU";30;NA;50,478;0,72437;0,0503;0,96013327;NA;NA;NA;0,95352942;0,0136833493;0,000950167;0,000175073650068782;0,00660385000000008;7,66868714821066e-05;"30_NA_10"
"566";778;"N";"Cranberry litter";1,884;2,24;0,357;1,802;"Belanger";"10";"Conventionel";"N-21-0-0";0;NA;51,035;0,75663;0,0485;0,94262172;NA;NA;NA;0,9196507;0,0136344726;0,00087397;0,000494444632978056;0,0229710200000001;0,000274123698183268;"0_NA_10"
"567";779;"N";"Cranberry litter";1,921;2,287;0,365;1,829;"Belanger";"10";"Conventionel";"N-21-0-0";0;NA;50,11;0,74774;0,0521;0,96113393;NA;NA;NA;0,9165119;0,0136761646;0,000952909;0,000545294604196567;0,04462203;0,000528207923666536;"0_NA_10"
"568";780;"N";"Cranberry litter";1,929;2,296;0,369;1,828;"Belanger";"10";"Conventionel";"N-21-0-0";0;NA;50,739;0,71318;0,0316;0,96513657;NA;NA;NA;0,92750892;0,0130369304;0,000577648;0,000597547343240375;0,03762765;0,00044185781061722;"0_NA_10"
"569";781;"N";"Cranberry litter";1,885;2,237;0,353;1,835;"Belanger";"10";"Conventionel";"N-21-0-0";0;NA;49,802;0,67214;0,0271;0,94312205;NA;NA;NA;0,9138667;0,012333769;0,000497285;0,000298703771038228;0,0292553500000001;0,000350122036117898;"0_NA_10"
"570";782;"N";"Cranberry litter";1,927;2,289;0,362;1,803;"Belanger";"10";"Conventionel";"N-21-0-0";0;NA;50,392;0,73367;0,0383;0,96413591;NA;NA;NA;0,90856776;0,0132280701;0,000690549;0,000739027169011658;0,05556815;0,00065958667350391;"0_NA_10"
"571";783;"N";"Cranberry litter";1,934;2,299;0,365;NA;"Belanger";"10";"Conventionel";"N-21-0-0";0;NA;NA;NA;NA;0,96763822;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0_NA_10"
"572";784;"N";"Cranberry litter";1,925;2,286;0,359;1,842;"Belanger";"10";"Conventionel";"N-21-0-0";15;NA;50,69;0,67446;0,0328;0,96313525;NA;NA;NA;0,9337098;0,0124235532;0,000604176;0,000489711443407027;0,02942545;0,000344757390514501;"15_NA_10"
"573";785;"N";"Cranberry litter";1,909;2,273;0,364;1,786;"Belanger";"10";"Conventionel";"N-21-0-0";15;NA;50,172;0,75632;0,0467;0,95512997;NA;NA;NA;0,89607192;0,0135078752;0,000834062;0,000740011803214481;0,05905805;0,000709186087231173;"15_NA_10"
"574";786;"N";"Cranberry litter";1,919;2,285;0,366;1,851;"Belanger";"10";"Conventionel";"N-21-0-0";15;NA;50,102;0,70213;0,0456;0,96013327;NA;NA;NA;0,92738802;0,0129964263;0,000844056;0,000400868704824472;0,0327452500000001;0,000385556041160241;"15_NA_10"
"575";787;"N";"Cranberry litter";1,881;2,241;0,359;1,825;"Belanger";"10";"Conventionel";"N-21-0-0";15;NA;49,776;0,70882;0,0413;0,94112073;NA;NA;NA;0,908412;0,012935965;0,000753725;0,000335817369827095;0,03270873;0,000393037898367643;"15_NA_10"
"576";788;"N";"Cranberry litter";1,905;2,274;0,368;1,825;"Belanger";"10";"Conventionel";"N-21-0-0";15;NA;50,185;0,69684;0,0407;0,95312865;NA;NA;NA;0,91587625;0,01271733;0,000742775;0,000476689128268994;0,0372524;0,000442984800026405;"15_NA_10"
"577";789;"N";"Cranberry litter";1,913;2,276;0,363;1,826;"Belanger";"10";"Conventionel";"N-21-0-0";15;NA;50,21;0,75949;0,0507;0,95713129;NA;NA;NA;0,9168346;0,0138682874;0,000925782;0,000517165647614878;0,0402966899999999;0,000477927621807283;"15_NA_10"
"578";790;"N";"Cranberry litter";1,897;2,254;0,357;1,817;"Belanger";"10";"Conventionel";"N-21-0-0";30;NA;48,498;0,66089;0,0439;0,94912601;NA;NA;NA;0,88120866;0,0120083713;0,000797663;0,00047874335043159;0,06791735;0,000824968103144571;"30_NA_10"
"579";791;"N";"Cranberry litter";1,902;2,262;0,359;1,814;"Belanger";"10";"Conventionel";"N-21-0-0";30;NA;50,649;0,70107;0,031;0,95162766;NA;NA;NA;0,91877286;0,0127174098;0,00056234;0,00052635124922504;0,0328548;0,000390387922122423;"30_NA_10"
"580";792;"N";"Cranberry litter";1,885;2,245;0,358;1,812;"Belanger";"10";"Conventionel";"N-21-0-0";30;NA;49,216;0,66367;0,041;0,94312205;NA;NA;NA;0,89179392;0,0120257004;0,00074292;0,000438851258657627;0,05132813;0,000621784745777094;"30_NA_10"
"581";793;"N";"Cranberry litter";1,919;2,287;0,368;1,813;"Belanger";"10";"Conventionel";"N-21-0-0";30;NA;50,265;0,70161;0,044;0,96013327;NA;NA;NA;0,91130445;0,0127201893;0,00079772;0,000631347613920544;0,0488288200000001;0,000579945145771068;"30_NA_10"
"582";794;"N";"Cranberry litter";1,893;2,258;0,366;1,83;"Belanger";"10";"Conventionel";"N-21-0-0";30;NA;50,686;0,07112;0,0438;0,94712469;NA;NA;NA;0,9275538;0,001301496;0,00080154;0,00037607672637618;0,01957089;0,0002319994972776;"30_NA_10"
"583";795;"N";"Cranberry litter";1,908;2,275;0,366;1,838;"Belanger";"10";"Conventionel";"N-21-0-0";30;NA;51,144;-0,00474;0,0436;0,95462964;NA;NA;NA;0,94002672;-8,71212e-05;0,000801368;0,000415306101028882;0,0146029199999999;0,000171279481690047;"30_NA_10"
"584";796;"N";"Cranberry litter";1,905;2,269;0,364;1,865;"Belanger";"10";"Conventionel";"N-21-0-0";45;NA;49,499;-0,23026;0,034;0,95312865;NA;NA;NA;0,92315635;-0,004294349;0,0006341;0,000235788394254282;0,0299723000000001;0,000355014176182635;"45_NA_10"
"585";797;"N";"Cranberry litter";1,898;2,258;0,36;1,826;"Belanger";"10";"Conventionel";"N-21-0-0";45;NA;50,932;-0,28669;0,0365;0,94962634;NA;NA;NA;0,93001832;-0,0052349594;0,00066649;0,000429699089055103;0,0196080199999999;0,000231825511418899;"45_NA_10"
"586";798;"N";"Cranberry litter";1,897;2,258;0,361;1,821;"Belanger";"10";"Conventionel";"N-21-0-0";45;NA;51,692;-0,32991;0,033;0,94912601;NA;NA;NA;0,94131132;-0,0060076611;0,00060093;0,000454309891193404;0,00781469000000001;9,18627474265774e-05;"45_NA_10"
"587";799;"N";"Cranberry litter";1,912;2,271;0,359;1,855;"Belanger";"10";"Conventionel";"N-21-0-0";45;NA;50,784;0,51994;0,0433;0,95663096;NA;NA;NA;0,9420432;0,009644887;0,000803215;0,000336279095220123;0,0145877600000001;0,000170739577219369;"45_NA_10"
